"V1","V2","V3","V4","V5","V6","V7","V8"
1,1,1,1,0.176488547564299,0.257706036360539,0.241948676727096,0.184096301291972
1,1,1,1,0.192492221722771,0.202156565555434,0.23861824898919,0.153232000630974
1,1,1,1,0.282500154131582,0.346620934075372,0.327295767214848,0.204083855254778
1,1,1,1,0.259336876646916,0.280396652244859,0.298205537944574,0.186968619481005
1,1,1,1,0.208545562883733,0.245494150079153,0.448217066060405,0.183558470047532
0,1,1,1,0.193504217368051,0.215399787016005,0.227906932488696,0.196406749207736
1,1,1,1,0.194407454522794,0.238674412217198,0.219528958322282,0.208241514244802
1,1,1,1,0.192251187233051,0.269684404039838,0.24981948903459,0.1880903698235
0,0,1,1,0.186254140169953,0.220143066654135,0.355060289784645,0.236500538770414
1,1,1,1,0.20643429366081,0.248175374203861,0.315904811164008,0.169680388662346
0,0,1,0,0.294304524389084,0.345505824419488,0.55152692201923,0.339138915209992
1,1,1,1,0.199248731612551,0.274765142580163,0.262750111078369,0.194590550812616
1,1,1,1,0.161482394186342,0.225189603375234,0.193662269129811,0.196072266633725
0,1,1,0,0.241932855618828,0.351230480061206,0.314806626887078,0.222909032336888
1,1,1,1,0.278914672936697,0.305778649232595,0.36847746051223,0.19390046747933
0,1,1,1,0.177627275221355,0.210433733211414,0.209766790615712,0.177771400181753
1,1,1,1,0.260459757204766,0.297089752828649,0.31314257722488,0.192126366292113
0,1,1,1,0.170453183160743,0.210567012784491,0.22432599982627,0.220786751554699
1,1,1,1,0.212680380009044,0.261067574662918,0.235327707835195,0.209499489968118
0,1,1,0,0.170415389608691,0.302310070553256,0.269979389216595,0.200698329244787
1,1,1,1,0.196844491866483,0.219877993921691,0.251014392896276,0.1775542208073
1,1,1,1,0.1834558715795,0.25618046180624,0.206388059009474,0.181873659663072
1,1,1,1,0.181366461625955,0.211496385608192,0.240039282285967,0.170331660717973
1,1,1,1,0.262905740365168,0.300249232791885,0.31353720569069,0.221078972769418
1,1,1,1,0.2227208929253,0.253934228342287,0.275079498827847,0.205612165269469
1,1,1,1,0.207958807415114,0.248546935538803,0.221706872553992,0.205455270903694
1,1,1,1,0.232581829999751,0.277076802611245,0.27584870569907,0.209041979353659
1,1,1,1,0.25022476902082,0.340341526510885,0.324482506552864,0.226915407383687
1,1,1,1,0.248815302543901,0.28451338131631,0.376291238718756,0.273064956092336
1,1,1,1,0.219638068435967,0.325310872027939,0.31500284975186,0.192402846047919
1,1,1,1,0.205863107628612,0.245862360348251,0.233559810602295,0.20200689067595
1,1,1,1,0.207142385012718,0.270608943110451,0.253761567786526,0.20188064612458
1,1,1,1,0.182842084355742,0.224084802295224,0.22629337747808,0.212117354086981
1,1,1,1,0.214652655925666,0.23456210993439,0.314387377971248,0.279192978391487
1,1,1,1,0.250855960858366,0.321715224098774,0.290821752866381,0.195438971527371
1,1,1,1,0.181738952250907,0.215035294503454,0.215137881502416,0.15402054926092
1,1,1,1,0.254003772844354,0.284903435914628,0.298244107291721,0.177870939712608
1,1,1,1,0.259444407599664,0.371310978975188,0.294342447519532,0.239305630575097
1,1,1,1,0.185851966305625,0.237552184686629,0.256514452168865,0.196557376756321
0,1,1,1,0.169977173962849,0.271381316776175,0.241663291957375,0.200748246608074
1,1,1,1,0.171178914280215,0.274235935053015,0.244673393525233,0.201927455936533
1,1,1,1,0.201289605644902,0.216446433967243,0.239246619998585,0.185341073680235
1,1,1,1,0.214461905105691,0.262955794235132,0.246444370017455,0.185433949529838
1,1,1,1,0.162221170949032,0.176688474387513,0.181102783188346,0.203728535078843
1,1,1,1,0.292898463922318,0.360518713806783,0.292659048563468,0.164785364248123
1,1,1,1,0.242212099963036,0.319076286089205,0.252020944801673,0.157118785220342
1,1,1,1,0.270534888146383,0.348686406646355,0.294288306950682,0.185262704427188
1,1,1,1,0.238735226603055,0.307939969843344,0.345664442464811,0.198850227924291
1,1,1,1,0.188827808882432,0.251090799900098,0.205334251557217,0.197898281218196
1,1,1,1,0.213094568215702,0.326220492489576,0.379123851044736,0.223435001006642
1,1,1,1,0.174358960752293,0.297328001062072,0.264408854360901,0.187105495862211
1,1,1,1,0.174346470466561,0.268036652167516,0.250479451743412,0.192131193290861
1,1,1,1,0.211764869407823,0.256885002478165,0.280520534454783,0.18666588077443
1,1,1,1,0.161904829561036,0.17512027271498,0.216575281876448,0.204445041209216
1,1,1,1,0.193631566342216,0.223705703002059,0.236732347476031,0.204735779246546
1,1,1,1,0.2340937438669,0.301246778354387,0.315861031897417,0.189294705992354
1,1,1,1,0.18463497443376,0.229714275844638,0.26347926806267,0.181966170812692
1,1,1,1,0.207791357221501,0.230137579660985,0.283929127019595,0.204597962298842
1,1,1,1,0.195773423661075,0.243075895782148,0.217055034559872,0.184683160816746
1,1,1,1,0.177646958958396,0.205625090685733,0.202447033721084,0.21508730836283
1,1,1,1,0.262762489828454,0.281294850777452,0.323948117595707,0.196945014169828
1,1,1,1,0.207229128959877,0.222048275588582,0.261098099570539,0.200859867736337
0,1,0,1,0.209250241622661,0.271256046705995,0.237597256177973,0.185778300307517
1,1,1,1,0.304197464457528,0.408574268530652,0.321674199783316,0.222435841913035
0,1,1,1,0.207079765095649,0.32128540943112,0.313193255510035,0.224329840976023
1,1,1,1,0.178397620610223,0.375462407650704,0.288685171851738,0.168718454346231
1,1,1,1,0.179383185012717,0.275513034683806,0.259640913217188,0.174738996284725
1,1,1,1,0.189194318126421,0.275075634262104,0.308717627349635,0.181261670043355
1,1,1,1,0.170957600052095,0.245766104471463,0.257264841726639,0.212240319267138
1,1,1,1,0.213381559997487,0.306671148686075,0.378171365051437,0.243656100556116
1,1,1,1,0.189305489336432,0.280380518509486,0.263788044136053,0.199637936418189
1,1,1,1,0.267231538826651,0.335262030592435,0.341867321943304,0.286087452369986
1,1,1,1,0.235059177627505,0.27947145437319,0.281619538584997,0.191414436856061
1,1,1,1,0.254009534706154,0.32419909533571,0.288881371335771,0.229344472516092
1,1,1,1,0.185587357643273,0.227014898236247,0.260800391901959,0.176657221359107
1,1,1,1,0.208702870293388,0.361407993829795,0.330694711863608,0.205535107630367
1,1,1,1,0.23034822496081,0.267688460932952,0.244924835257152,0.196183113193224
1,1,1,1,0.191474418772808,0.23345273949602,0.31861420941736,0.174816844031687
1,1,1,0,0.201059069173375,0.276657460774371,0.332957571611898,0.168160336152026
0,0,0,0,0.197257827529015,0.247702899511222,0.217087622815086,0.181840004484346
1,1,1,1,0.286747274890986,0.279121346632064,0.291291265257215,0.226444173586988
1,1,1,1,0.234938691972128,0.281486806292336,0.32916528864916,0.219313297972517
1,1,1,1,0.161404268584064,0.212105287635341,0.223486370034026,0.205979536609479
1,1,1,1,0.224834844735955,0.25228419014397,0.252622084479254,0.184696020028859
1,1,1,1,0.213701590487661,0.358446738859556,0.303791769182768,0.196385470743525
1,1,1,1,0.209243008800892,0.217705865372898,0.330528476703722,0.220267815135363
1,1,1,1,0.254186821881076,0.286255248080654,0.302241202942425,0.22888931284288
1,1,1,1,0.17417623977551,0.190776931130377,0.215678918019952,0.197458898988768
1,1,1,1,0.17626385862736,0.216624738437014,0.224261936759309,0.17007688738153
1,1,1,1,0.185154420332304,0.254637587901249,0.252132923614312,0.191996978076238
1,1,1,1,0.231299910854415,0.256398844355801,0.274706914777174,0.183779569927895
1,1,1,1,0.234713210327751,0.29757051202615,0.292270027011387,0.224685236257376
1,1,1,1,0.219521723194309,0.244885525859835,0.28866249580845,0.194728926122976
1,1,1,1,0.377958407329296,0.418867243207941,0.356631886505274,0.217490561965516
0,0,1,1,0.217296842801791,0.236688681185776,0.310029341942834,0.202767112068214
1,1,1,1,0.255200135400512,0.280176716509945,0.295661414236757,0.264995995658541
1,1,1,1,0.226679983191203,0.287226126427367,0.347822163987941,0.196942951084166
1,1,1,1,0.208807310115892,0.244109950103737,0.235327259926983,0.21179645878484
1,1,1,1,0.182988750439195,0.209835661379826,0.225016133960146,0.215796340839108
1,1,1,1,0.258553351932408,0.344797567796618,0.281843819222841,0.201556911983113
0,1,1,1,0.30830353235969,0.348863165976502,0.357143139491011,0.248653566080816
1,1,1,1,0.201135478319563,0.271596828549661,0.24110719899393,0.185325586268412
1,1,1,1,0.175543510371406,0.208353294909985,0.22579976543508,0.179798653191422
1,1,1,1,0.268612038416215,0.32828163089479,0.276893119508604,0.202885699474109
1,1,1,1,0.268488208614332,0.281499703183963,0.291196939071436,0.211621217442224
1,1,1,1,0.298521529505773,0.342572069455091,0.321984475418766,0.19488987543459
1,1,1,1,0.209044861005572,0.230986184937299,0.239162510233236,0.208399884770666
1,1,1,1,0.167827801722046,0.200568235285016,0.210889065773984,0.162026564783967
1,1,1,1,0.209538383815284,0.293531185502276,0.290570780903686,0.202115908848241
1,1,1,1,0.214568773387318,0.232464001552435,0.257798301165108,0.188553808747396
1,1,1,1,0.199367993097933,0.217507629112833,0.238714728013852,0.180992045951771
0,0,0,1,0.226473833020319,0.237759154268772,0.301659040307541,0.220194273121212
1,1,1,1,0.234302422434631,0.262089157439363,0.313020787892475,0.197174479461281
1,1,1,1,0.225710198259548,0.239130004647534,0.238126978401808,0.200946820076556
1,1,1,1,0.226223990871142,0.270969042902446,0.261482654981888,0.181222582110324
1,1,1,1,0.229430650840829,0.257161892888048,0.261482215696316,0.212117106069292
0,1,0,1,0.217324002202283,0.261765873140615,0.247367223235121,0.22176243028369
1,1,1,1,0.222798131631721,0.262857547743715,0.253481785231741,0.26154877326919
1,1,1,0,0.274530666330228,0.335022620592769,0.315853665145813,0.230015827343328
1,1,1,1,0.197487974541539,0.247529562494282,0.235336286509277,0.198698316261256
1,1,1,1,0.228047566714971,0.306555271196927,0.254633711681995,0.163731345841729
1,1,1,0,0.220066163566779,0.263507296364293,0.274166828716946,0.154211398660208
1,1,1,1,0.147033281421354,0.198196435713293,0.232621955188993,0.175712187042021
1,1,1,1,0.194366310808824,0.253303254854107,0.246682148176971,0.22657780745157
1,1,1,1,0.273111788949816,0.354038050099603,0.387933757814194,0.194418427875446
1,1,1,1,0.301766781790241,0.360519327829761,0.367008858322553,0.234675769094483
1,1,1,1,0.223885548614676,0.267445928516716,0.233726668752423,0.169307768870423
0,1,1,0,0.258638804278608,0.374922777272176,0.336053073792324,0.230168300573498
1,1,1,1,0.262274152144109,0.303523064045851,0.307552318735827,0.230977881206754
1,1,1,1,0.190186016451271,0.287553889710465,0.266672008056602,0.235345505656384
1,1,1,1,0.263513887806268,0.279523724748346,0.331586594989771,0.221364426769401
1,1,1,1,0.183204688083323,0.309572019385937,0.278486532731832,0.214725293711108
1,1,1,1,0.185814481161216,0.228619222944046,0.202466947449788,0.191693154402886
1,1,1,1,0.202825458524874,0.228634442485643,0.235911909873363,0.184950895119943
1,1,1,1,0.254603564940095,0.276174973526888,0.295946895671215,0.192889029066896
1,1,1,1,0.260142498694854,0.298123184164491,0.298715886356836,0.217125123210869
1,1,1,1,0.21032474353819,0.242738983574536,0.248108465903467,0.188116209242619
1,1,1,1,0.190473059513934,0.243448964314794,0.236989113432564,0.191606522968808
1,1,1,1,0.262346258084669,0.34569168767723,0.289125874862738,0.189701268352807
0,0,0,0,0.23840427852812,0.265335166844509,0.266502852427405,0.23031760429237
1,1,1,1,0.205075321777852,0.275677285798406,0.225874187081061,0.187116576732029
1,1,1,1,0.165443192128903,0.215057330410035,0.196254192366222,0.19222139730745
1,1,1,1,0.168104950248259,0.228397769320556,0.209112128475176,0.236927184763695
1,1,1,1,0.198294170293224,0.246343908446781,0.269012078212876,0.2306546212169
1,1,1,1,0.182516487568294,0.199122241363258,0.19748488395905,0.13589600099883
1,1,1,1,0.217277893560587,0.262089444840108,0.212681913871665,0.160475456481928
1,1,1,1,0.195732067600541,0.309429276091484,0.310986331266704,0.173873175584868
1,1,1,0,0.193393297708743,0.235684244624999,0.218744054228786,0.147834305990541
1,1,1,1,0.278084875099596,0.320409467696408,0.288975006119688,0.213745260431498
1,1,1,0,0.227958589076165,0.257159692182182,0.292469287437205,0.165832289254102
1,1,1,1,0.234364323484046,0.304096489002391,0.264342053497344,0.202553230528535
1,1,1,1,0.193876481129783,0.26267363156002,0.264965391292529,0.189169874199386
1,1,1,1,0.191486032813415,0.21740678636935,0.259314259095825,0.188665897514533
1,1,1,1,0.182301337636483,0.221339320847798,0.221796158811316,0.198471746640719
1,1,1,1,0.244635705183604,0.333749782733494,0.253678671749614,0.238801419673753
1,1,1,1,0.202040742956691,0.258797530367012,0.266317944365718,0.224854485329822
1,1,1,1,0.248868813312024,0.305274888510716,0.302436592763252,0.156012999874814
1,1,1,1,0.205246004620901,0.222959527229915,0.233270197306518,0.174123921951617
1,1,1,1,0.263575424461001,0.434223258382398,0.319981707142731,0.217752043836535
1,1,1,1,0.201711570390607,0.212215379012906,0.238592769487271,0.193979952291489
1,1,1,1,0.234998917836717,0.329216022088658,0.283714666404311,0.207493490728467
1,1,1,1,0.145127842826893,0.175972222653888,0.225081353264651,0.186197168898213
1,1,1,1,0.187065499327545,0.206367470010602,0.218951296347905,0.222826912255299
1,1,1,1,0.239529124207948,0.340435715809564,0.32516713065847,0.236405329037739
1,1,1,1,0.185106105748333,0.205119463425933,0.230417467555057,0.182555722153422
0,1,1,1,0.223147784074989,0.299728008468083,0.260026768359039,0.223189618141394
1,1,1,1,0.230590632417539,0.278695376696041,0.255066414583046,0.206813604042395
1,1,1,1,0.189321714604049,0.245567477951959,0.245193514679823,0.176334992307848
1,1,1,1,0.181052225632882,0.23688495976612,0.22313565763157,0.166993986496316
1,1,1,1,0.218331380600387,0.298500419641916,0.28589947765057,0.2254162595017
1,1,1,1,0.22080282742794,0.248895399733205,0.223401438501842,0.229628374178519
1,1,1,1,0.236169891587101,0.334292365787929,0.293203160501808,0.189950794597397
1,1,1,1,0.1602533791524,0.193421270475299,0.242192189671626,0.183184822086809
1,1,1,1,0.239098170128313,0.268350559192693,0.289784541997032,0.18609631057075
1,1,1,1,0.276388692197526,0.28660873266727,0.294143518045823,0.224665794589871
1,1,1,1,0.210453786294759,0.254245128454512,0.227282992638702,0.174467582629917
1,1,1,1,0.18142913333004,0.226441347415327,0.216312754318457,0.164900714188864
1,1,1,1,0.253210105525119,0.343355511789973,0.305080325424556,0.210700574894314
1,1,1,1,0.27932023345506,0.349851771116841,0.354701528535973,0.216612118535213
1,1,1,1,0.176195198569556,0.190284029711318,0.200647453687647,0.182844168369591
1,1,1,1,0.20700012299481,0.227081193487354,0.232272389741481,0.190782910825151
1,1,1,1,0.198612342249187,0.231205777066928,0.294705200330245,0.18708200953128
1,1,1,1,0.250801787324984,0.403383854893376,0.323770840267681,0.211060251453408
1,1,1,1,0.179470314456376,0.27888992670025,0.252707948865219,0.228187506311726
1,1,1,1,0.159075684357533,0.196704447946228,0.21028132680863,0.1935068104965
1,1,1,1,0.228214697744791,0.296340588398612,0.251482365438202,0.23410170094377
0,0,0,1,0.286279722374788,0.348393592012379,0.300248585373083,0.226323140929271
1,1,1,1,0.20033573722906,0.262733819519202,0.275672575989405,0.245910777945422
1,1,1,1,0.245426585400546,0.277226928915919,0.265581007163109,0.237178756738722
1,1,1,1,0.170476072777011,0.259501837963592,0.202205809430283,0.179074608027422
1,1,1,1,0.272530253638453,0.338693436014726,0.334253422042969,0.181408774412091
1,1,1,1,0.199770806298131,0.312205833667796,0.275565147876712,0.225192400411472
0,0,1,1,0.184851500001824,0.202949026656727,0.220805461187041,0.161407110185557
1,1,1,1,0.210065525273343,0.247465025549173,0.235032292772427,0.200715909884408
1,1,1,1,0.234394578461285,0.25203865276185,0.268559879309446,0.175774837281516
1,1,1,1,0.226204086875914,0.313207449335404,0.29059650664112,0.209677014797422
1,1,1,1,0.264639640470892,0.375419178674695,0.324614541089987,0.238161128032501
1,1,1,1,0.215983555622587,0.286010391065589,0.259056508212717,0.186611934715758
1,1,1,1,0.19867294414317,0.270117996863149,0.251802960320035,0.19057560411915
1,1,1,1,0.210281735702097,0.243440158616938,0.283804807932878,0.218110768455867
1,1,1,1,0.224808353835562,0.435563188274763,0.399729559572729,0.190483015902618
1,1,1,1,0.274398957649731,0.288668807805371,0.331515115138171,0.176990264321579
1,1,1,1,0.195342846202537,0.243566633675043,0.238084563306791,0.201152351950951
1,1,1,1,0.195116034361604,0.244608534461793,0.263650120471018,0.206799196561925
1,1,1,1,0.23142223700204,0.288352905490441,0.245888218222678,0.241832393500438
1,1,1,1,0.181998476330943,0.240331389813998,0.228780462321098,0.150921278060857
1,1,1,1,0.28581243619368,0.389478948552425,0.357408429942381,0.18157350048499
1,1,1,1,0.275761102283776,0.312079843456937,0.281224495836696,0.179084115327931
1,1,1,1,0.312039355746129,0.385182530343461,0.33483511009648,0.163013387752163
1,1,1,1,0.216587841758022,0.373562344783739,0.255416362443305,0.231548317164197
1,1,1,1,0.189935388472666,0.231151330696119,0.244269794706511,0.213634899865659
1,1,1,1,0.200661785137589,0.247710837596452,0.250206112894648,0.16450662284857
1,1,1,1,0.256562163388932,0.382773622715501,0.314902399022269,0.222266959000641
1,1,1,1,0.234389531772022,0.24228637818066,0.27619268560342,0.184021805615611
1,1,1,1,0.294398812313952,0.31544320126166,0.341680195619868,0.215252191767975
1,1,1,1,0.302175549970277,0.404726905299626,0.341353282749969,0.222099670370652
1,1,1,1,0.194692098624526,0.21954792199999,0.201532133650654,0.180456694729553
1,1,1,1,0.196157328956177,0.210830823437964,0.232022231885366,0.20937128911745
1,1,1,1,0.184012849799506,0.250462323063484,0.279316093394922,0.218211372265049
1,1,1,1,0.278480072624973,0.329338917942573,0.318461601024159,0.197735397792385
