"Conventional","Bias-Corrected","Robust","","","Conventional","Bias-Corrected","Robust","",""
1,1,1,1,1,0.792238488351279,0.792238488351279,0.970847467320909,1.20200183575926,0.827912434231645
0,0,0,0,1,0.696888652537452,0.696888652537452,0.800330010787911,0.733499345052659,0.663716555656786
1,1,1,1,1,0.699036541417362,0.699036541417362,0.801130537577137,0.869802045133245,0.677908409341257
1,1,1,1,1,0.802182524110132,0.802182524110132,1.0068259902111,1.05363823028611,0.656236373973768
1,1,1,1,1,0.581350788232995,0.581350788232995,0.698323233696239,0.699353351838286,0.615371718788824
0,0,1,1,1,0.682684580727885,0.682684580727885,0.797364563031046,0.95852647134659,0.752455164990442
1,1,1,1,1,0.755891647474116,0.755891647474116,0.918313747764064,0.951141686157328,0.602459144669842
1,1,1,1,1,0.760830846213981,0.760830846213981,0.918554283095212,1.47368633042548,0.744597378642688
1,1,1,1,1,0.743176800814479,0.743176800814479,0.85408758346028,0.845457664270516,0.635250950873167
1,1,1,1,1,0.91394354563282,0.91394354563282,1.07201165981127,1.06046008197422,0.5996263939683
1,1,1,1,1,0.759068085422105,0.759068085422105,0.832532061989932,0.874684002385841,0.716182190302051
1,1,1,1,1,0.757226455061738,0.757226455061738,0.866431284997586,1.04006462695715,0.730754503513734
1,1,1,1,1,0.771913278306034,0.771913278306034,0.924341778745139,0.946909412834035,0.668362519382251
1,1,1,1,1,0.893380423352062,0.893380423352062,1.07922809711729,1.53886800608527,0.747565498619203
1,1,1,1,1,0.840415231423715,0.840415231423715,1.03063866252667,0.996376694209536,0.692348486444811
1,1,1,1,1,0.922740967060335,0.922740967060335,1.10955829312778,0.958125209526947,0.785146398236257
1,1,1,1,0,0.694589340369096,0.694589340369096,0.822013360424881,0.961169053793886,0.637586550543485
1,1,1,1,1,0.781679913106479,0.781679913106479,0.925282385420684,1.22417354839097,0.719347419071373
0,0,0,1,0,0.793167059659788,0.793167059659788,0.953405776750094,1.26798566106548,0.6855564245093
1,1,1,1,1,0.730262384332415,0.730262384332415,0.858307293223544,0.651528433496877,0.701234023201986
1,1,1,1,1,0.666866712782608,0.666866712782608,0.804086759182238,0.942042426472502,0.650900055545356
1,1,1,1,1,0.760316029886252,0.760316029886252,0.925651259018134,0.886940443484355,0.703708351207045
1,0,0,1,1,0.686670983489043,0.686670983489043,0.795892113693264,0.919943649111729,0.593693204833749
1,1,1,1,1,0.992688489347514,0.992688489347514,1.2224084822203,1.31409614831164,0.71665087448439
1,1,1,1,1,0.952763124198905,0.952763124198905,1.07597185774687,0.921280109219369,0.754119402352237
1,1,1,1,1,0.850242769926944,0.850242769926944,0.989157613190027,0.977879901091802,0.861766415646551
1,1,1,1,1,0.854790609100654,0.854790609100654,1.01297467105242,0.916241165286793,0.681988230467435
1,1,1,1,1,0.837269540210418,0.837269540210418,1.03141407446155,1.09114545267866,0.67337705582142
1,1,1,1,1,0.719424448310106,0.719424448310106,0.834128776709344,1.03742763207352,0.706951196243728
1,1,1,1,1,0.83181571873186,0.831815718731859,1.00681708210227,1.25883041272671,0.670943124174254
1,1,1,1,1,0.642748632037433,0.642748632037433,0.753604918771311,0.742655315819784,0.748320005003668
1,1,1,1,1,0.779371099952247,0.779371099952247,0.926918114963667,1.0092768622847,0.597385890327435
1,1,1,1,1,0.928773441099607,0.928773441099607,1.08025723131622,1.23002751743334,0.672130360501568
1,1,1,1,1,0.844473620260419,0.844473620260419,1.01130574473407,1.04272886766405,0.765600862152877
1,1,1,1,1,0.774088169135982,0.774088169135982,0.901264577557234,0.908309387529736,0.636019812576691
1,1,1,1,1,0.783660404036852,0.783660404036852,0.95418025625324,1.38410005217574,0.865718803874612
1,0,1,1,1,0.869940277874255,0.869940277874255,1.03710819331097,1.08775267508141,0.823585562397264
1,1,1,1,1,0.878567302779921,0.878567302779921,1.03384365021707,1.2239007121743,0.741525930108416
1,1,1,1,1,0.761323244678416,0.761323244678416,0.90805843595524,1.00968422824402,0.861406318995181
