"Conventional","Bias-Corrected","Robust","","","","Conventional","Bias-Corrected","Robust","","",""
0,0,0,1,0,0,0.574532208575868,0.574532208575869,0.67784182055752,0.792478650666313,0.723727496827336,0.826046148246404
1,1,1,1,1,1,0.893134495806748,0.893134495806748,1.01259352307174,1.06552609243156,0.887398726917864,1.07410142635306
1,1,1,1,1,1,0.897332695737256,0.897332695737256,0.985714113614035,1.33976798583694,0.865876737829512,1.07186454898275
1,1,1,1,1,1,0.698291504168528,0.698291504168528,0.789106233911006,1.01239280283153,0.6625215054922,0.758179271980754
1,1,1,1,0,1,0.789635572002275,0.789635572002275,0.871870931418699,1.17407305778086,0.815387788392952,0.972896460040031
1,1,1,1,0,1,0.769342765737512,0.769342765737512,0.879361034622819,1.02480651429941,0.776700524438162,0.91120993828179
1,0,0,1,1,1,1.01258198678148,1.01258198678148,1.13109854025275,1.23802478453453,0.788843829831501,0.915821548136066
1,1,1,1,1,1,1.34190531679656,1.34190531679657,1.52992289369667,1.59228030330935,0.898124961512511,1.06951551077002
0,0,0,1,0,0,0.678708217689683,0.678708217689683,0.79131599348359,0.999696589810816,0.709329922415496,0.854537020611725
0,0,1,1,0,0,0.943130815017482,0.943130815017482,1.1396075855741,1.62658109987713,0.87539930763797,1.05667162641883
1,1,1,1,1,1,0.806705802996227,0.806705802996227,0.938574855151936,1.01931107874548,0.811109511590402,0.935701294618898
1,1,1,1,1,1,0.871844631427052,0.871844631427052,0.961817828474202,1.22053300289785,0.994312329446095,1.24949697704259
1,0,1,1,0,1,0.929780540960441,0.929780540960441,1.0448450811152,1.20183058100877,0.73817615179244,0.877656655123727
1,1,1,1,0,0,0.790303887170507,0.790303887170507,0.886270237608698,0.885090657396612,0.741565490996613,0.883145102186239
0,0,0,1,0,0,0.673037929392422,0.673037929392422,0.805075361638649,1.07523887544679,0.625814746530217,0.747308962882647
0,0,0,0,0,0,0.825000875316786,0.825000875316786,0.962251786533088,0.891955648236679,0.66652030812573,0.808995359139878
0,1,1,1,0,1,0.682529192273967,0.682529192273967,0.777792871186401,1.01735389628557,0.706251509340372,0.838306100683087
1,1,1,1,1,1,0.781987197877577,0.781987197877577,0.858932331995935,1.05313093710466,0.849346607038355,0.988212097838382
1,1,1,1,1,1,0.945091478343165,0.945091478343165,1.0884572593408,1.48735657209724,0.936458542848266,1.11114239586784
1,1,1,1,1,1,0.795485233096584,0.795485233096584,0.898811909006501,0.960486078605202,0.696551135958344,0.828469787109846
1,0,1,1,1,1,0.936015991549108,0.936015991549108,1.10078334511899,1.39030051348098,1.33066303674842,1.626465417794
1,1,1,1,1,1,1.00403952789308,1.00403952789308,1.12623402012908,1.337976435193,0.92282652480498,1.07890838734954
1,1,1,1,1,1,0.846308549139057,0.846308549139057,0.959236753057995,1.37948646364129,0.835691321753573,0.967807844949359
0,1,1,1,0,0,0.804189890350557,0.804189890350557,0.937265390542341,0.948240878396398,0.669551812183608,0.782453654734982
1,1,1,1,1,1,0.813556044567254,0.813556044567254,0.940899329615304,0.940540615264133,0.782833208575763,0.9128333489976
1,1,1,1,0,1,0.703971252632961,0.703971252632961,0.808872661677404,0.926061766225685,0.70657964340265,0.839550376392948
1,1,1,1,1,1,0.785737174056413,0.785737174056413,0.87430227742222,1.03476782523397,0.722745635514239,0.88212800792332
1,1,1,1,0,1,0.827725133015403,0.827725133015403,0.927106923302254,0.910964835766612,0.724014333620083,0.872137596700488
1,1,1,1,1,1,1.40346640891029,1.40346640891029,1.87479262971054,2.26051226436237,0.946581071662027,1.17227504913783
1,1,1,1,0,1,0.543565356504449,0.543565356504449,0.603991514576617,0.678132226668644,0.60807290250367,0.710030469128701
1,1,1,1,0,1,0.716933698178617,0.716933698178617,0.796480588777049,1.0043635486147,0.651772980694739,0.778769589493203
1,1,1,1,0,1,0.959443635747036,0.959443635747036,1.12056787616977,1.05515276607171,0.755799318137671,0.938523418147118
1,1,1,1,1,1,1.0207555589155,1.0207555589155,1.14814729743347,1.304983276228,0.837127716526544,1.01634582395718
1,1,1,1,1,1,0.846166323956313,0.846166323956314,0.966686601013119,1.14566937779214,0.798583400622858,0.962338648209785
1,1,1,1,1,1,1.13606166321106,1.13606166321106,1.35704566439601,1.72312716440717,0.871470598238405,1.06304512104242
1,1,1,1,1,1,0.815796605648035,0.815796605648035,0.917783459461488,1.03486396100186,1.12755846963773,1.31618400939116
1,1,1,1,0,1,0.808696904555648,0.808696904555648,0.903329862120408,1.03661008113787,0.784598226572523,0.917511925065321
0,1,1,1,0,1,0.725164693275871,0.725164693275871,0.838572205819896,1.04024244776623,0.664044438507403,0.804094612177927
0,0,0,0,0,0,0.88977664825735,0.88977664825735,1.12530157292888,1.31720736523784,0.719905715717009,0.900812648247113
1,1,1,1,0,0,0.748578222194127,0.748578222194127,0.83784940431074,1.00623196083508,0.578080808988399,0.709190851026664
1,0,1,1,1,1,0.587915118849838,0.587915118849839,0.658306318910173,0.78450258069072,0.728340282136459,0.822520979914647
1,1,1,1,1,1,0.705126979210209,0.705126979210209,0.807346236584138,0.897363518504539,0.733345257907791,0.848491506210516
1,1,1,1,0,1,0.920792919428654,0.920792919428654,1.01052444447329,1.35025349104081,0.806408256518159,1.00063507122146
1,1,1,1,1,1,0.851445712702814,0.851445712702814,0.967734238556707,1.30607576892173,0.732415070505984,0.830013156368251
1,1,1,1,1,1,0.644996910305927,0.644996910305927,0.719915742719447,0.961383525778175,0.755664406284631,0.846677260528067
1,1,1,1,1,1,1.20746909582305,1.20746909582305,1.34932034893759,1.86551936653882,1.08750602592154,1.36613324503911
1,1,1,1,0,1,0.729880991271941,0.729880991271941,0.845793066645224,0.97532880923238,0.676403276528013,0.811221354389373
1,1,1,1,1,1,0.733497823974005,0.733497823974005,0.849194704323635,1.18824481947431,0.783081549316732,0.910519966135704
0,0,0,0,0,0,0.727405032400509,0.727405032400509,0.866544598248662,1.04817709146995,0.609207806631236,0.745989864651399
1,1,1,1,1,1,1.08678126639904,1.08678126639904,1.25463101883826,1.3560408424691,1.01497469424298,1.16518390659182
1,1,1,1,0,1,1.31053955289303,1.31053955289303,1.51084938006921,1.92494728123674,0.843228324473274,1.10671145049191
1,1,1,1,1,1,0.683888585673027,0.683888585673027,0.755979787625352,0.87642365019836,0.72901975802182,0.809822788511383
1,1,1,1,1,1,0.717065447524233,0.717065447524233,0.798371361947644,0.960456630716771,0.778248112323234,0.891757267162942
1,1,1,1,0,1,0.737027215543379,0.737027215543379,0.84645957371294,1.08249266111572,0.742928368402216,0.902604305737246
1,1,1,1,1,1,0.814582738085107,0.814582738085107,0.960723396244243,1.33741817399749,0.81205939012539,0.986107248903727
1,1,1,1,1,1,0.806199845059104,0.806199845059104,0.933834225034692,1.08828662099401,0.732350538983481,0.869140515470967
1,1,1,1,1,1,0.962151417264215,0.962151417264215,1.12946362807264,1.27444579258415,1.09476625772303,1.28725012514509
1,1,1,1,1,1,1.32249638112364,1.32249638112364,1.50688515623039,2.16761552038035,1.15180277017022,1.37242376139519
1,1,1,1,1,1,0.78713657333171,0.78713657333171,0.922879968254063,1.04778886206668,0.919125204215643,1.0886405068024
1,1,1,1,1,1,0.808624952771703,0.808624952771703,0.922287699481297,1.03192634575183,0.757177824982298,0.89746199385586
1,1,1,1,1,1,0.867430192175678,0.867430192175678,1.04588144495785,1.18799703408423,0.780578823466158,0.932920095907803
1,1,1,1,1,1,0.733442058814192,0.733442058814192,0.820736530076942,0.961967947643087,0.786227098430734,0.872154564763079
1,1,1,1,0,1,0.816099173039794,0.816099173039794,0.948843013613586,1.25061345822537,0.876039037967984,1.0293999350288
1,1,1,1,1,1,0.88392684208337,0.88392684208337,1.06154414027473,1.20528903542968,0.836277877941011,1.0057642074471
1,1,1,1,1,1,0.903006346977914,0.903006346977914,1.05724408460652,1.27512492348227,0.825807353802287,0.989115317818699
1,1,1,1,1,1,0.854240238260094,0.854240238260094,1.00748334013733,1.12409211703803,0.79272521500286,0.930642782030462
1,1,1,1,1,1,0.96141494040033,0.96141494040033,1.12091044366482,1.23209057199915,0.904796871425551,1.04442182111352
0,0,0,0,0,1,0.772998697292166,0.772998697292166,0.951808646423151,1.12081153052439,0.724354192548724,0.867674893191918
1,1,1,1,1,1,0.800748101681124,0.800748101681124,0.932095983630268,1.22999802652912,0.831430404532148,0.987709338938836
1,1,1,1,1,1,1.63038186159805,1.63038186159805,2.00324279915189,2.65417260314306,0.892346904252938,1.16988162528021
1,1,1,1,0,1,0.840920361529924,0.840920361529924,0.980651754774731,1.27210481767808,0.786112814662023,0.957576009378675
1,1,1,1,0,1,0.859432633636886,0.859432633636886,0.98162268862251,1.33345392391339,0.756779387415959,0.953850859690082
1,1,1,1,1,1,0.741936380204266,0.741936380204266,0.842521662073241,0.881262760210589,0.679150871227498,0.826786217565487
1,1,1,1,0,1,0.766807253699503,0.766807253699502,0.875377466737647,0.760857074440916,0.77629528984599,0.905836176720492
1,1,1,1,0,1,1.0157141034782,1.0157141034782,1.1340923578755,1.46478803361804,0.833952070012608,0.990187156020329
0,0,1,1,0,1,0.739609030499407,0.739609030499407,0.836585500983962,0.915432065070692,0.808765203295323,0.931906628767085
1,1,1,1,1,1,0.69770979262773,0.697709792627729,0.769032483599453,0.935943700703448,0.762751189312815,0.918246262732007
1,1,1,1,1,1,0.845107680281288,0.845107680281288,0.934753296898266,1.03349198384302,0.678246055424178,0.793867752422311
1,1,1,1,1,1,1.12645144097109,1.12645144097109,1.31044210017875,1.6145341883752,0.998665169339772,1.2922164330569
1,1,1,1,1,1,0.856298950036746,0.856298950036746,0.97470073904685,1.14395248739515,0.866968329018865,1.04260993791621
1,1,1,1,1,1,0.904917323749867,0.904917323749867,1.07837042076314,1.44387856962494,0.839084673174285,1.02988958275437
1,1,1,1,0,1,0.931434992635087,0.931434992635087,1.06534010117248,1.16118201461456,0.813612170910345,0.981323417631652
1,1,1,1,1,1,0.747103772785259,0.747103772785259,0.814770385387096,1.11367331486631,0.684745750298581,0.819751733332346
1,1,1,1,1,1,0.648926081503509,0.648926081503509,0.775504930081885,0.965319234111426,0.66645925050458,0.79194166598546
1,1,1,1,1,1,0.846454730677809,0.846454730677809,0.981386286186836,1.56334972523895,0.802766426052604,0.97252268782658
0,1,1,1,0,1,0.906095260348599,0.906095260348599,1.07281419601455,1.70158964873381,0.912773293724434,1.14297798865239
1,0,1,1,1,1,0.683324430433914,0.683324430433914,0.81647496837275,0.981938866812767,0.71834459381075,0.872417035628292
1,1,1,1,1,1,0.984782931135562,0.984782931135562,1.10265416991541,1.13829498180905,0.858053509968645,1.01620852510748
1,1,1,1,0,1,1.16985513099759,1.16985513099759,1.36581784902936,1.53053332529582,0.755124324231924,0.943741615813645
1,1,1,1,1,1,0.909921109400018,0.909921109400017,1.0528835409938,1.32721966882524,0.857357532907735,1.0302608412201
0,1,1,1,0,0,0.94650294956091,0.94650294956091,1.04998855551243,1.14213604922945,0.93407717104244,1.09264216055395
0,0,0,1,0,1,0.630990211726275,0.630990211726275,0.764882637186824,1.14810878794074,0.750251118873007,0.921809522645006
1,1,1,1,0,1,0.763911557144035,0.763911557144035,0.884792290974361,0.976071644793188,0.744304997056837,0.838543567057567
1,1,1,1,1,1,0.862899204821064,0.862899204821063,0.988375950911658,1.25413616894189,0.91288532118395,1.07644846774169
0,0,1,1,0,1,0.696197070092388,0.696197070092388,0.786919478531507,0.926803322682406,0.814755215869565,0.963785103171412
1,1,1,1,1,1,0.847865629080145,0.847865629080145,0.991003965040094,1.03472930399214,0.847360778071382,1.0216106526543
1,1,1,1,1,1,0.67277392876094,0.67277392876094,0.765583920308758,0.926525692701827,0.685730982887854,0.767198043853192
1,1,1,1,1,1,0.705913169940498,0.705913169940498,0.79290744524463,0.927326438759517,0.780081718763998,0.884463604178041
0,0,0,0,0,0,0.6432464535978,0.6432464535978,0.769531424080945,1.05254028420124,0.635852122518888,0.746985428874634
0,0,0,0,0,0,0.921444861192724,0.921444861192724,1.07066369715409,1.27372368326541,0.915628456198847,1.08291775607346
1,1,1,1,1,1,0.919188364371988,0.919188364371988,1.04864600047718,1.2211236621169,0.837981826827058,1.00094123083912
1,1,1,1,1,1,0.799997269642126,0.799997269642126,0.956704193938861,1.20511797822156,0.769272523415241,0.905124520346321
1,1,1,1,0,1,0.813020784381759,0.813020784381759,0.941002727725675,1.12988060088029,0.824797101310705,0.97026128196602
1,1,1,1,0,1,0.780448770845172,0.780448770845172,0.902867004741675,1.27040970130424,0.767673638505418,0.921765559458686
1,1,1,1,1,1,0.78474131813506,0.78474131813506,0.925431528244768,1.00107283246342,0.790747413849729,0.904087501206075
1,1,1,1,1,1,0.837894398861214,0.837894398861214,0.959526648909078,1.42937691045691,0.932567142735106,1.12165319145212
1,1,1,1,1,1,0.803330812057211,0.803330812057211,0.909853676905367,1.01587326052436,0.767011942288843,0.888975501668896
1,1,1,1,1,1,0.833355175529326,0.833355175529326,0.923309196966541,1.1746286568765,0.940464634510688,1.13466838116348
1,1,1,1,0,1,0.809317476235008,0.809317476235008,0.924836676553056,1.12838131229867,0.792809261417415,0.949559224404634
1,1,1,1,1,1,0.874526179162288,0.874526179162288,0.980019837049982,1.26555110092641,0.919827654215262,1.05066807416688
1,1,1,1,0,1,0.692447724486875,0.692447724486875,0.771848696485184,0.822049725889504,0.614787975186779,0.701443646970373
1,1,1,1,1,1,0.597088114170464,0.597088114170464,0.651182220641847,0.813088195208744,0.660656183059474,0.744510563421002
1,1,1,1,1,1,0.895032214397283,0.895032214397283,0.999715904734477,1.20067542544114,0.908117938955626,1.06251658386453
1,1,1,1,1,1,0.948717750337899,0.948717750337899,1.08349211095366,1.40895242549191,0.858423329108682,1.01826696611151
1,1,1,1,1,1,0.570468701283691,0.570468701283691,0.645687440362745,0.791127638999608,0.704868612405321,0.799040229831132
1,1,1,1,1,1,1.25326681018014,1.25326681018014,1.39880354929259,1.74320027285883,0.915912021822706,1.17563761209996
1,1,1,1,1,1,1.00871499349771,1.00871499349771,1.16302115849688,1.30062894648344,0.933150687326866,1.11467027408162
0,1,1,1,0,0,0.898410687609502,0.898410687609502,1.05552639263219,1.18028551977523,0.740227479542523,0.885076447765382
1,1,1,1,0,1,0.833122393184937,0.833122393184937,0.967744533517404,1.15363800395627,0.744928256247946,0.856946108059232
1,1,1,1,1,1,1.23440116122562,1.23440116122562,1.41009562143564,1.34923995322964,0.948590792532498,1.14998839221522
1,1,1,1,1,1,0.839116278162712,0.839116278162712,0.955318014088526,1.12136009200665,0.778781206798482,0.912092179057182
1,1,1,1,1,1,0.937247281752749,0.937247281752749,1.11847550945112,1.3432611159337,0.942902111742925,1.13377128238723
1,1,1,1,1,1,0.823645145282785,0.823645145282785,0.980832751235051,1.42877800184541,0.725345387859679,0.90504468124011
1,1,1,1,1,1,0.786414889904782,0.786414889904782,0.893128514255867,1.13861220012356,0.891517007904588,1.05222741377005
0,1,1,1,1,1,0.830685293158563,0.830685293158563,0.978736409424487,1.23249725430846,0.896735394213416,1.07340068830915
0,0,0,1,0,0,0.737300784677079,0.737300784677079,0.867005688596783,1.06943221500144,0.724836667534337,0.851039488193995
1,1,1,1,1,1,0.957938981910138,0.957938981910138,1.04652035845531,1.23090325589745,0.988521756793516,1.1312813879904
1,1,1,1,0,1,1.00224488138034,1.00224488138034,1.15342468359837,1.33004104459321,0.764146371613294,0.945709172589884
1,1,1,1,1,1,0.93857122761541,0.93857122761541,1.08269344366637,1.34680651657294,0.918942465520544,1.10136138910564
1,1,1,1,1,1,0.767003035544674,0.767003035544674,0.83939849259096,1.01263114005753,0.818515382500523,0.962260667279133
1,1,1,1,1,1,0.890018665120188,0.890018665120188,0.992430707108513,1.43213857452951,0.862888566595264,1.04220567247416
1,1,1,1,1,1,0.887187909930383,0.887187909930383,0.990687025482083,1.24427409252567,0.90441653874753,1.0882541512445
1,1,1,1,0,1,0.627465298959901,0.627465298959901,0.691930221181885,0.828937876458495,0.698375688145588,0.844796902228247
1,1,1,1,1,1,0.7248977571214,0.7248977571214,0.821356985173106,1.08951395476993,0.804898281909401,0.964954548677756
1,1,1,1,0,1,0.63478536364706,0.63478536364706,0.752904521160734,0.837861759013918,0.67134094607475,0.762248094462235
1,1,1,1,1,1,0.907165239649896,0.907165239649895,1.02083205479637,1.35510520306958,0.722245962507888,0.875757551598015
1,1,1,1,1,1,0.930691861234189,0.930691861234189,1.11175171328424,1.37637646866573,1.05939954695229,1.32009190116127
0,1,1,1,0,1,0.616587406616715,0.616587406616715,0.698398956069646,0.901647604467104,0.632040207976804,0.745636732036548
1,1,1,1,1,1,0.973668271779812,0.973668271779812,1.19182129283557,1.25608936403943,0.832328366305733,1.01145537895843
1,1,1,1,1,1,0.853042352709274,0.853042352709274,1.00169894531475,0.969038286449476,0.857557918055786,1.00520187127735
1,1,1,1,1,1,0.605474576142261,0.605474576142261,0.723290575860337,0.964679123006174,0.655554866021399,0.767115597831127
1,1,1,1,1,1,0.812467680582597,0.812467680582597,0.945520060640782,1.09910832582597,0.791723270826695,0.955978490002417
1,1,1,1,0,1,0.98362735207172,0.98362735207172,1.19563558338654,1.23985723985332,0.874375659764847,1.03944452388346
1,1,1,1,1,1,1.20968555878383,1.20968555878383,1.43197819831543,1.83346864047525,1.0724111003345,1.35370165075991
0,0,0,0,0,0,0.842115267014147,0.842115267014147,0.993724175452749,1.10192182842232,0.816552616608051,0.989999148160027
0,0,0,1,1,1,0.911963311978076,0.911963311978076,1.03509667629703,1.13853843818278,0.887082262375194,1.05680341805749
1,1,1,1,1,1,0.793390026105415,0.793390026105414,0.905292131048729,1.09056443971192,0.760345592393939,0.906130000474786
1,1,1,1,1,1,0.774056284352676,0.774056284352676,0.876520749454718,1.05034154404232,0.95492696728985,1.16511690727378
1,1,1,1,1,1,0.826053389661155,0.826053389661155,0.933264504564657,1.04287011384826,0.761718507990189,0.908784884210316
1,1,1,1,1,1,0.831049957256769,0.831049957256769,0.961493541886665,1.24187409857812,0.8079088269792,1.00225756827454
1,0,1,1,1,1,0.89022614924641,0.89022614924641,1.03628230347395,1.37313168319337,1.14687025470134,1.3602956302614
1,1,1,1,1,1,0.888141169904589,0.888141169904589,1.04446261628638,1.48629440060866,0.859156390960989,1.04749609092992
1,1,1,1,1,1,0.954866325632771,0.954866325632771,1.07343050288733,1.47903162006325,0.83390311796946,1.01499208282534
1,1,1,1,1,1,0.993958016892505,0.993958016892505,1.12813973333075,1.46347856567862,0.85425739726845,1.0576548633486
1,1,1,1,0,1,0.994081065156969,0.994081065156969,1.09314605714486,1.20389691374732,0.83144225615872,0.95164214744517
1,1,1,1,1,1,1.00250517681168,1.00250517681168,1.13326925685399,1.73065196881299,0.895066836535786,1.07761752176931
1,0,1,1,1,1,1.08993520037744,1.08993520037744,1.33566545259877,1.68483188075749,0.908348149149894,1.10520358388134
1,1,1,1,1,1,0.908235281318575,0.908235281318575,1.08036301154583,1.47827505500206,0.88146740786538,1.05213047289252
1,1,1,1,1,1,0.692508449918505,0.692508449918505,0.788078468462209,0.928472668944974,0.708715067648687,0.810648380794964
1,1,1,1,0,1,0.661070007021562,0.661070007021562,0.75576581104249,0.863016580816538,0.659801714572892,0.770985690864233
1,1,1,1,1,1,0.791054854408684,0.791054854408683,0.909717910448873,1.22289676186234,0.747298761509083,0.882690672255366
1,1,1,1,1,1,1.15261291922637,1.15261291922637,1.33006599395052,1.43383691414125,1.01214474459378,1.25286833788029
1,1,1,1,0,1,1.00442900660735,1.00442900660735,1.17826028884359,1.61156490456953,0.865691339477808,1.0806796212601
1,1,1,1,1,1,0.961760374639763,0.961760374639763,1.08031205155281,1.36851387149914,0.915750747355329,1.06180108863274
1,0,0,1,1,1,1.5005034444367,1.5005034444367,1.65987295181755,2.21686524803203,1.27536253121197,1.50268201521143
1,1,1,1,1,1,1.09902862447434,1.09902862447434,1.27295335436007,1.43554209684076,0.958779687189895,1.15049972331326
1,1,1,1,1,1,0.75639683532784,0.75639683532784,0.872743157638873,1.00776689096454,0.796897538761862,0.897458948159374
0,0,0,0,1,1,0.786158272724487,0.786158272724487,0.862518922412287,0.948504981955869,0.785936708496383,0.916621119724284
1,1,1,1,1,1,0.741895064601616,0.741895064601616,0.865606281353513,1.08638487963822,0.849991652463374,0.979564103848804
1,1,1,1,1,1,0.775551537845291,0.775551537845291,0.938566517551866,1.25477388108383,0.861749893182353,1.05498871107955
1,1,1,1,1,1,0.983385105601744,0.983385105601744,1.11075364726618,1.43546865126767,0.793107308810081,0.953725885992307
1,1,1,1,1,1,0.704879142576027,0.704879142576027,0.777221502757185,1.43426899609094,1.01544242197243,1.20162325955166
0,1,1,1,0,1,0.628727502837307,0.628727502837307,0.719092924717117,0.911576103149334,0.755008874076474,0.892057990957673
1,1,1,1,0,1,0.960930731585066,0.960930731585066,1.09359686503498,1.09179768160303,0.876327706270651,1.01875334606648
1,1,1,1,1,1,0.93920371860959,0.93920371860959,1.10133537851957,1.20530240508897,0.812284744624532,0.978320806346934
1,1,1,1,1,1,0.96419218669554,0.96419218669554,1.05921368109871,1.73689444523567,0.97906236476767,1.21794397097402
1,1,1,1,1,1,0.884923529020859,0.884923529020859,0.985224324535841,1.27474852432817,0.783954985886149,0.951892386609932
0,0,1,1,0,0,0.861008694160098,0.861008694160098,1.01009136924942,0.981109019381353,0.699894737154949,0.837010581744052
1,0,1,1,1,1,0.732980135856371,0.732980135856371,0.84704562039021,1.0639241846452,0.74060414114937,0.878260783159673
1,1,1,1,1,1,1.48854365693465,1.48854365693465,1.77061215381133,1.88622518426929,1.18058464028213,1.45800228303888
1,1,1,1,1,1,0.861749970191594,0.861749970191594,1.0020938374687,1.30247977436943,0.801471081861798,0.977086075315728
1,1,1,1,1,1,0.975635323617962,0.975635323617962,1.13867878010023,1.47742476145921,0.774309402607734,0.912921208998334
1,1,1,1,1,1,0.741016204736323,0.741016204736323,0.82271978353713,0.954153644362216,0.727247179260093,0.837615829520169
1,1,1,1,1,1,0.634844308802412,0.634844308802412,0.747820116651375,0.843623897227491,0.728958262574903,0.882794993083476
1,1,1,1,1,1,0.818157725078112,0.818157725078112,0.955206253978301,1.11020056789137,0.899416275036208,0.996381757512106
1,1,1,1,1,1,1.06608265067766,1.06608265067766,1.28003571119984,1.56364369159945,0.927896901451892,1.16522679641834
1,1,1,1,0,1,0.856099767999436,0.856099767999437,0.965068215321873,1.23126555691204,0.725007737949091,0.859896980731782
1,1,1,1,1,1,0.684800975494634,0.684800975494634,0.808851431303216,1.1726680647769,0.700612449471771,0.845875051602489
1,1,1,1,1,1,1.22030999096254,1.22030999096254,1.48177488560399,2.0957743168533,1.0385331774273,1.31934915281093
1,1,1,1,1,1,0.609568169553247,0.609568169553247,0.684833828357536,0.789535726957223,0.663330776894437,0.76706643444135
1,1,1,1,1,1,0.755651398906381,0.755651398906381,0.85671800683249,1.18961196364691,0.744254012653945,0.878817419404265
0,0,0,0,0,1,0.751138396187187,0.751138396187187,0.899058902000188,0.998014073304921,0.630315662542442,0.752537400629487
1,1,1,1,1,1,0.730937032585673,0.730937032585673,0.834867568168463,1.11755846003164,0.732431921478836,0.869101123297615
0,1,1,1,0,1,0.78020740180748,0.78020740180748,0.899889966027227,1.29922686075539,0.910672648006334,1.0709581194261
1,1,1,1,1,1,0.695455710858879,0.695455710858879,0.808587121027076,0.925899646864274,0.695857453375005,0.808106944509682
0,1,1,1,0,1,0.775505969692254,0.775505969692254,0.916623399433311,1.06889745294073,0.777112289996018,0.898267572978513
0,0,0,1,0,0,0.897247165906749,0.897247165906749,1.00558236396331,1.18340484219971,0.871214721359188,1.03886024752429
1,1,1,1,1,1,0.798329370791998,0.798329370791998,0.961881055591789,1.1834026385637,0.85293543709777,1.00998673882875
1,1,1,1,0,1,0.711398405726937,0.711398405726937,0.799186734184475,0.94675411067449,0.705951503815998,0.820748460159334
1,1,1,1,1,1,0.717056332192644,0.717056332192644,0.834441397610436,0.987812005581468,0.793814735562538,0.89996681829015
1,1,1,1,1,1,0.598196052247924,0.598196052247924,0.70444807465649,1.18292467899308,0.754958446676513,0.873677869842332
1,1,1,1,0,1,1.23138088181252,1.23138088181252,1.41442730383863,1.57584765082281,0.88094155696965,1.0796305285272
1,1,1,1,1,1,0.757196200164298,0.757196200164298,0.870248467514963,0.952251869333097,0.644095118616125,0.760857431084803
1,1,1,1,0,1,1.02346038000544,1.02346038000544,1.21753754086285,1.58587318708829,0.844637534304896,1.05590276843554
1,1,1,1,0,1,1.00381586574403,1.00381586574403,1.12003155022706,1.27494118657084,0.918050002397067,1.09519991805992
0,0,1,1,0,1,0.756779763168478,0.756779763168478,0.896483147363252,1.06997325115095,0.743717482425713,0.85665839334447
1,1,1,1,1,1,0.72082444514635,0.72082444514635,0.840954247611442,1.13212636211747,0.757914519771849,0.921219048246516
1,1,1,1,0,1,0.855115276603357,0.855115276603357,0.969562108290402,1.16774592264539,0.777270603375053,0.956244034808531
1,1,1,1,1,1,1.05801258159828,1.05801258159828,1.21838452350536,1.57330394229891,1.09289097463787,1.30205353055439
1,1,1,1,1,1,1.11682817573154,1.11682817573154,1.23185455772597,1.46702020491344,1.05141631938699,1.23447467658969
0,1,1,1,0,1,0.762113413330602,0.762113413330602,0.878883176675974,1.14986140184624,0.754804713883563,0.909573184877753
1,1,1,1,1,1,0.747481732392279,0.747481732392279,0.839052472823252,0.963292113908142,0.739956170835517,0.846306226439509
1,1,1,1,1,1,0.713189351666326,0.713189351666326,0.800319663377731,1.06402919030161,0.7555505721426,0.897247205268683
1,1,1,1,1,1,0.81613862259919,0.81613862259919,0.936407442306109,1.26506426876397,0.722519849366576,0.872951945027148
1,1,1,1,1,1,0.877413458044429,0.877413458044429,1.02114070059021,0.886489558431443,0.819249181944683,0.916255848694956
0,0,0,1,0,0,0.706238980541862,0.706238980541862,0.831723949169217,1.09291053020015,0.619365812472445,0.720536375668048
1,1,1,1,1,1,0.885982487112605,0.885982487112605,1.0163321742585,1.47786006796849,0.950009375588508,1.12344604711809
1,1,1,1,0,1,0.92239322037935,0.92239322037935,1.04520683475002,1.24495292800325,0.904799752909094,1.11471187675145
1,1,1,1,1,1,0.797451089702415,0.797451089702415,0.885948939032242,0.937725279393106,0.928478804124269,1.06352627681652
1,1,1,1,1,1,1.21172023373845,1.21172023373845,1.3885667527369,1.59329057823606,0.896490086309444,1.08605514431261
1,1,1,1,1,1,0.949272935779486,0.949272935779486,1.09202714496402,1.78604497747129,0.862711562496213,1.08518175454485
1,1,1,1,0,1,0.831133411213704,0.831133411213704,0.969589062735086,1.15946330266591,0.732616659701077,0.868232851928123
1,1,1,1,1,1,0.916057305168043,0.916057305168043,1.06170320976351,1.40150204437085,0.947021708999357,1.10608444879786
0,1,1,1,0,1,0.711758303604478,0.711758303604478,0.833983531119949,1.0108139273154,0.71938599799342,0.857163340583755
1,1,1,1,1,1,0.895085822046315,0.895085822046315,1.03286727250731,1.14524716635594,0.81068648600019,0.951174249832146
1,1,1,1,1,1,0.849645767066246,0.849645767066246,0.955915960065773,1.25571157248486,0.816949659710357,0.951133303456218
1,1,1,1,1,1,0.606513613564221,0.606513613564221,0.664077610841959,0.859855349495636,0.622105433763697,0.715454673211727
1,1,1,1,1,1,0.993038610656776,0.993038610656776,1.16122175312034,1.29987228287383,0.878222472113337,1.0882370346769
1,1,1,1,1,1,0.731999738599789,0.731999738599789,0.875253423807801,1.00162829822674,0.754748845220494,0.90231649046602
1,1,1,1,1,1,0.678550972623556,0.678550972623556,0.766779755288901,1.08395469981007,0.733549616263636,0.843200876262382
1,1,1,1,1,1,1.02269598890721,1.02269598890721,1.14550504197714,1.46305924341055,0.831615728619078,1.01905776930193
1,1,1,1,0,1,0.745242009972473,0.745242009972473,0.869954831351061,1.0243382926249,0.70040614919165,0.84631096277336
