"Conventional","Bias-Corrected","Robust","","","Conventional","Bias-Corrected","Robust","",""
1,1,1,1,1,0.244529571820877,0.244529571820877,0.265646032081691,0.32660718804179,0.347794845476921
0,0,0,1,1,0.219320745932422,0.219320745932422,0.243333967175287,0.311441789390054,0.313229399397168
1,1,1,1,1,0.186923853070431,0.186923853070431,0.207007030417571,0.255099897044476,0.300236525682157
1,1,1,1,1,0.21325507769286,0.21325507769286,0.264601931929424,0.278533529096373,0.257730507588781
1,1,1,1,1,0.157123262501562,0.157123262501562,0.180073080144022,0.210603470309206,0.282811428954606
1,0,1,1,1,0.184971609116871,0.184971609116871,0.201194388850444,0.273033679266855,0.343468639678972
1,1,1,1,1,0.217878970031247,0.217878970031247,0.250523809339404,0.291367026476106,0.267427538469801
0,1,1,1,1,0.207339746236665,0.207339746236665,0.225464718332041,0.340186144264943,0.299384735425953
1,1,1,1,1,0.18745066792484,0.18745066792484,0.223815740029505,0.231751768106898,0.265608638044105
1,1,1,1,1,0.210478582945675,0.210478582945675,0.254621865313222,0.321498655355911,0.288848320288723
1,1,1,1,1,0.191645626169624,0.191645626169624,0.214439754318517,0.232143751230907,0.305752137052561
1,1,1,1,1,0.193911420403164,0.193911420403164,0.220425527099766,0.261904948918401,0.371919113280958
1,1,1,1,1,0.227294427393185,0.227294427393185,0.257819170761678,0.268217374630685,0.300998028138184
1,1,1,1,1,0.269647130958348,0.269647130958348,0.297495529031979,0.426622338439094,0.352876982750575
1,1,1,1,1,0.214592161727748,0.214592161727748,0.262246335937786,0.258536005371127,0.278707802230624
1,1,1,1,1,0.274977589717748,0.274977589717748,0.31022909635656,0.397132362112951,0.328286003127113
1,1,1,1,1,0.230883669350399,0.230883669350399,0.261442322484414,0.290697180690315,0.270875249550042
1,1,1,1,1,0.20637026591424,0.20637026591424,0.236473434693462,0.369669567286025,0.333600663026334
1,0,1,1,1,0.232431113936723,0.232431113936723,0.254675821260806,0.354054682980672,0.289209286192014
1,1,1,1,1,0.191779952408091,0.191779952408091,0.225294062406156,0.223652223578162,0.274734231678245
1,1,1,1,1,0.191173621689882,0.191173621689882,0.222258395749341,0.275381782094095,0.264527399362752
1,1,1,1,1,0.202434971375282,0.202434971375282,0.230875221320318,0.277934766006931,0.267091499264173
1,1,1,1,1,0.203528300959115,0.203528300959115,0.215409329986899,0.289691513762838,0.261163938102533
1,1,1,1,1,0.26118095755597,0.26118095755597,0.312758948255769,0.392169528505515,0.338985108112098
1,1,1,1,1,0.250066363457638,0.250066363457638,0.282578594072574,0.261849309615289,0.359918941666804
1,1,1,1,1,0.219243058949925,0.219243058949925,0.251719509344459,0.275330710494718,0.305402941954624
0,1,1,1,1,0.2012279611877,0.2012279611877,0.248805057807571,0.26660845781437,0.281175522271308
1,1,1,1,1,0.235747045928827,0.235747045928827,0.276448606035723,0.299422098261645,0.335660337932975
1,1,1,1,1,0.184255565949007,0.184255565949007,0.213557338487453,0.261769411110912,0.306337922296415
1,1,1,1,1,0.257529659236378,0.257529659236378,0.29162825270835,0.454597160396962,0.328141599058998
1,1,1,1,1,0.164727927537849,0.164727927537849,0.198086373190527,0.22933038429598,0.257803080282259
1,1,1,1,1,0.219502429918873,0.219502429918873,0.24372735063993,0.314526009019026,0.28863556995217
1,1,1,1,1,0.254267050712202,0.254267050712202,0.29082553933785,0.352045686972311,0.291014380232721
1,1,1,1,1,0.238021783468313,0.238021783468313,0.273235576550335,0.335026010872882,0.326732582931959
1,1,1,1,1,0.195551747831596,0.195551747831596,0.234026856667603,0.26572954132,0.282892894631236
1,1,1,1,1,0.232073864451488,0.232073864451488,0.263838146023554,0.344724718183087,0.299820385627687
1,1,1,1,1,0.248123898120297,0.248123898120297,0.283176509416292,0.292899560013354,0.290887347629063
1,1,1,1,1,0.228440960726132,0.228440960726132,0.271968250983756,0.365127543103627,0.329856699062776
1,1,1,1,1,0.211513678901161,0.211513678901161,0.238778995497099,0.292244875316406,0.307280398811281
1,1,1,1,1,0.246084724879074,0.246084724879074,0.278710416582356,0.344071227920917,0.304072479346442
1,1,1,1,1,0.172033002334627,0.172033002334627,0.188711717811486,0.210697850349435,0.287136562841094
1,1,1,1,1,0.216616361140666,0.216616361140666,0.243826618725964,0.311564807913863,0.272828298459488
1,1,1,1,1,0.286477377141296,0.286477377141296,0.327433158383668,0.44020711357439,0.341463964842931
1,1,1,1,1,0.232555260997132,0.232555260997132,0.272915237981932,0.311137446715922,0.308476477456934
1,1,1,1,1,0.233871147039349,0.233871147039349,0.269877520719413,0.353121821205853,0.260510645233305
0,1,1,1,1,0.212021238172821,0.212021238172821,0.261425862391623,0.281301206630437,0.266077494711813
0,0,0,1,1,0.349396035395882,0.349396035395882,0.4150942431601,0.472699184280666,0.361907397522792
1,1,1,1,1,0.201256937638317,0.201256937638317,0.232365552730456,0.268478660856524,0.294807219259165
1,0,1,1,1,0.24581798673799,0.24581798673799,0.282088382939959,0.340605270892848,0.315206109150094
1,1,1,1,1,0.1813098375738,0.1813098375738,0.208133508698544,0.26008925189839,0.303477810379365
1,1,1,1,1,0.204006850473153,0.204006850473153,0.239866082566268,0.288740149203992,0.268741011003673
1,1,1,1,1,0.201275885887986,0.201275885887986,0.234844061748292,0.295384281364247,0.278662189752365
1,1,1,1,1,0.190072429095333,0.190072429095333,0.205470674729351,0.257961063499679,0.264837963213701
1,1,1,1,1,0.218504489804226,0.218504489804226,0.261385670394079,0.335581057351525,0.294171392334563
1,1,1,1,1,0.217196216809348,0.217196216809348,0.243860133978812,0.30853294285041,0.323021090163848
1,1,1,1,1,0.215282535971767,0.215282535971767,0.257893467763838,0.275061112895073,0.280956386549058
1,1,1,1,1,0.207704724551041,0.207704724551041,0.241725347554053,0.273881406227572,0.287196821401379
1,1,1,1,1,0.231649885683026,0.231649885683026,0.26013912052778,0.382885415094538,0.332443666376925
1,1,1,1,1,0.165537635437206,0.165537635437206,0.186152559334605,0.223678672165668,0.233574617302828
1,1,1,1,1,0.225915380868392,0.225915380868392,0.260629185809884,0.296418066870242,0.322200743148885
1,1,1,1,1,0.172704900716634,0.172704900716634,0.204141516542187,0.245001120438893,0.277880521733663
1,1,1,1,1,0.166324316361957,0.166324316361957,0.194809818404682,0.244841320716886,0.261621134761245
1,1,1,1,1,0.212700900187988,0.212700900187988,0.235078964883373,0.35623638518777,0.305850242677871
1,0,1,0,1,0.288298829803706,0.288298829803705,0.332023373565145,0.379144277714062,0.294557166754005
1,1,1,1,1,0.2113217980273,0.2113217980273,0.242212732537025,0.292625201021113,0.320512489680135
1,1,1,1,1,0.187543534558143,0.187543534558143,0.206286474390885,0.259720873912307,0.281139945103645
1,1,1,1,1,0.221928241426223,0.221928241426223,0.26681307396886,0.306389230673986,0.318013259497213
0,0,0,1,1,0.181108290780265,0.181108290780265,0.197759911513254,0.237788843415938,0.25896595646462
1,1,1,1,1,0.231411344010933,0.231411344010933,0.266179414236394,0.310400751490714,0.285157921392811
1,1,1,1,1,0.233261526198452,0.233261526198452,0.267531727724013,0.303426893553896,0.283322601060675
1,1,1,1,1,0.300278678910763,0.300278678910763,0.356580731816236,0.42724592652503,0.383693134759543
1,1,1,1,1,0.175404683928751,0.175404683928751,0.202463807072054,0.241106767761389,0.259550152242865
1,1,1,1,1,0.231200719281819,0.231200719281819,0.268266499594825,0.292270787891497,0.328924698038223
1,1,1,1,1,0.2093997319241,0.2093997319241,0.24280143413335,0.275705270336262,0.270151109816185
