"Conventional","Bias-Corrected","Robust","","","Conventional","Bias-Corrected","Robust","",""
1,1,1,1,1,0.204691643152857,0.204691643152857,0.254397836412167,0.325895649229852,0.181480800288914
0,0,0,1,1,0.187925903809711,0.187925903809711,0.209383470881957,0.252398688404572,0.182806006423575
1,1,1,1,1,0.180624864899549,0.180624864899549,0.207621633347838,0.208738578044907,0.156131846259736
1,1,1,1,1,0.20754178689295,0.20754178689295,0.261330268069526,0.285693682449508,0.186283371239968
1,1,1,1,1,0.151700425676003,0.151700425676003,0.180137142650615,0.186049479034778,0.170288697359165
1,0,1,1,1,0.176774695557268,0.176774695557268,0.206426499808727,0.247420395125799,0.188206247499663
1,1,1,1,1,0.200390800722075,0.200390800722075,0.239793992554029,0.277323765665596,0.184122594467529
1,1,1,1,1,0.19644379819964,0.19644379819964,0.238696445976908,0.341338472355639,0.194944131147588
1,1,1,1,1,0.19309388913491,0.19309388913491,0.217623547051148,0.230612023874766,0.180377969814784
1,1,1,1,1,0.224798723576308,0.224798723576308,0.271445772161242,0.263699156046977,0.163011388988209
1,1,1,1,1,0.193096631117618,0.193096631117618,0.215584362939904,0.220281133269686,0.184828581322097
1,1,1,1,1,0.192593143524767,0.192593143524767,0.223335753599232,0.262050216271448,0.162359557113046
1,1,1,1,1,0.201057269083481,0.201057269083481,0.238387674562296,0.268689756133267,0.190845766674169
1,1,1,1,1,0.234991576228422,0.234991576228422,0.282259848002335,0.414556752066987,0.207597290481283
1,1,1,1,1,0.218296201991106,0.218296201991106,0.266128346671243,0.241402240441776,0.170379060387616
1,1,1,1,1,0.244189303383956,0.244189303383956,0.290630468782815,0.336719198565884,0.184153644291508
1,1,1,1,0,0.184986014873808,0.184986014873808,0.213354626570087,0.278035513941731,0.17856351136639
1,1,1,1,1,0.194389989407254,0.194389989407254,0.237406762639092,0.28906953045133,0.201821143678263
0,0,1,1,1,0.210068484298146,0.210068484298146,0.252667241043483,0.281880794599321,0.281344858055606
1,1,1,1,1,0.193979470755103,0.193979470755103,0.221187056508112,0.213830474044524,0.177277881273611
1,1,1,1,1,0.173230790097361,0.173230790097361,0.207613698833967,0.268192510913451,0.168102664375206
1,1,1,1,1,0.197971638823939,0.197971638823939,0.2422536987779,0.230914774873465,0.16645823090976
1,0,1,1,1,0.180988863114965,0.180988863114965,0.211684623453623,0.240711370459337,0.166055065035151
1,1,1,1,1,0.255724440475802,0.255724440475802,0.316846573320358,0.303354079666163,0.171055554208416
1,1,1,1,1,0.252878364869969,0.252878364869969,0.278396124730342,0.256621425474123,0.196133789470182
1,1,1,1,1,0.215250862437375,0.215250862437375,0.255766514883459,0.276007919112551,0.182548289629325
1,1,1,1,1,0.221909088855387,0.221909088855387,0.260203875818462,0.213661819133635,0.165678815602194
1,1,1,1,1,0.216687244788558,0.216687244788558,0.269456670264688,0.256876465348382,0.170292091496337
1,1,1,1,1,0.182332817562945,0.182332817562945,0.215146224132921,0.264314960735099,0.191425994411756
1,1,1,1,1,0.218186034336181,0.218186034336181,0.262287607756012,0.369473663279249,0.200298488728533
1,1,1,1,1,0.169306431314686,0.169306431314686,0.193031881241482,0.203120491842216,0.173684420648495
1,1,1,1,1,0.200494826972966,0.200494826972966,0.241563594850229,0.29195545993986,0.192681132994692
1,1,1,1,1,0.242248967904276,0.242248967904276,0.280112124426138,0.33697913924858,0.190430262062011
1,1,1,1,1,0.226016249400253,0.226016249400253,0.267815225601948,0.315738650175619,0.193232714837785
1,1,1,1,1,0.201051473187451,0.201051473187451,0.230453251517804,0.235791550088097,0.178272711009849
1,1,1,1,1,0.206216653184013,0.206216653184013,0.249738642330227,0.348696196264133,0.19288233520747
1,0,1,1,1,0.227743797597157,0.227743797597157,0.269535550834052,0.298100080188917,0.184021246737117
1,1,1,1,1,0.225296014052477,0.225296014052477,0.262811087280531,0.324249766285201,0.193867557394134
1,1,1,1,1,0.199370768162427,0.199370768162427,0.236062366768249,0.291722227335081,0.181913032036517
1,1,1,1,1,0.234648984028558,0.234648984028558,0.278058557331255,0.334896997251049,0.1825416746952
1,1,1,1,1,0.162752041380895,0.162752041380895,0.188935657119588,0.200103060370016,0.181917807952308
1,1,1,1,1,0.19839317827102,0.19839317827102,0.238227869005431,0.229018941622902,0.18028676670628
1,1,1,1,1,0.21837074744262,0.21837074744262,0.267115523292964,0.402082542617191,0.189482857581207
1,1,1,1,1,0.225989856089938,0.225989856089938,0.267709310883296,0.29575497775536,0.172437275461894
1,1,1,1,1,0.214356737818722,0.214356737818722,0.255156691767543,0.341125430577309,0.176349905751534
1,1,1,1,1,0.230743395043532,0.230743395043532,0.279409631846666,0.244929237577507,0.177262581116711
0,0,0,1,0,0.373994668794645,0.373994668794645,0.439067472854921,0.442014433136726,0.181870916408836
1,1,1,1,1,0.194087550909517,0.194087550909517,0.228070591957776,0.269853739615527,0.162628516106639
0,0,1,1,1,0.232418960740688,0.232418960740688,0.282256353389513,0.323934696211831,0.179639923164373
1,1,1,1,1,0.176539354984706,0.176539354984706,0.20415878174537,0.236878474890791,0.185882894774026
1,1,1,1,1,0.204578662127726,0.204578662127726,0.237886686533825,0.265012544952331,0.181504766348588
1,1,1,1,0,0.186483119385757,0.186483119385757,0.223694081634257,0.2426311787628,0.168290467563732
1,1,1,1,1,0.179515195236512,0.179515195236512,0.210208162761684,0.25772171033,0.170177881499813
1,1,1,1,1,0.252371715330111,0.252371715330111,0.289545238512006,0.294896641574917,0.177681176250601
1,1,1,1,1,0.208489092430168,0.208489092430168,0.25667361858897,0.273583689232409,0.189641275034358
