"Conventional","Bias-Corrected","Robust","","","","Conventional","Bias-Corrected","Robust","","",""
1,1,1,1,1,1,0.209348283351969,0.209348283351969,0.238831462437184,0.307855368715493,0.26147014603691,0.321848451752288
1,1,1,1,0,1,0.219363686817185,0.219363686817185,0.230107240750907,0.388328702451876,0.266749694195796,0.329780790327198
1,1,1,1,0,1,0.236271367054875,0.236271367054875,0.274071947099322,0.555987390312656,0.32818156209428,0.433785544122272
0,1,1,1,0,1,0.319158870057513,0.319158870057513,0.367970339881947,0.486917845377135,0.295634050324363,0.373116438651348
1,1,1,1,1,1,0.279534340618276,0.279534340618276,0.300017266097537,0.371383853725206,0.344963150247349,0.407951192562842
1,1,1,1,0,1,0.254650227202092,0.254650227202092,0.272220273602878,0.377715393577668,0.322239925864253,0.373429093229769
0,0,1,1,0,1,0.217455482419418,0.217455482419418,0.235616282754147,0.344732394628976,0.335212462204584,0.415366301952105
1,1,1,1,0,1,0.235044238318986,0.235044238318986,0.260262766368609,0.344170907386555,0.261575529953719,0.323845173509254
1,1,1,1,0,1,0.205335795957766,0.205335795957766,0.229978750294357,0.367969419402278,0.24168977145706,0.294633029959246
1,1,1,1,0,1,0.238192654092381,0.238192654092381,0.265101662061938,0.383188934971625,0.263232913532569,0.305811008017875
1,1,1,1,1,1,0.247344435883224,0.247344435883224,0.277378669965394,0.44547790975919,0.268276160387485,0.32727029682808
1,1,1,1,1,1,0.33118395054803,0.33118395054803,0.353488973116328,0.561431806657624,0.345077464329464,0.439378305052407
1,1,1,1,0,1,0.315071518651051,0.315071518651051,0.33406262810141,0.497316811729736,0.351540285433003,0.416790727934986
1,1,1,1,0,1,0.329620479682641,0.329620479682641,0.373390485136405,0.51374457783607,0.348687592779767,0.421934839717819
1,1,1,1,1,1,0.301869061201114,0.301869061201114,0.343548117886872,0.464883261626536,0.34287795044168,0.409322096282938
1,1,1,1,1,1,0.385141029209249,0.385141029209249,0.421323825149374,0.657935374520155,0.384977831363581,0.501169287843809
1,1,1,1,0,1,0.391987471282524,0.391987471282524,0.417376328858794,0.704729518899059,0.424413127528899,0.523494030828831
0,1,1,1,0,1,0.326327012928142,0.326327012928142,0.359913716580088,0.496604472482427,0.31819266539145,0.40411808474397
1,1,1,1,1,1,0.264977969079038,0.264977969079038,0.312439954130715,0.365957753552086,0.339909837568,0.457755920948807
0,1,1,1,0,1,0.20196428814798,0.20196428814798,0.229851714761301,0.394984444118803,0.257533460849732,0.313575658580365
1,1,1,1,0,1,0.23907297522321,0.23907297522321,0.269778152714899,0.382474533445743,0.302705111194726,0.35905849583975
1,1,1,1,0,1,0.324715159944432,0.324715159944432,0.387570816401984,0.48565453913524,0.331249806555194,0.400989019159283
1,1,1,1,1,1,0.320231883680278,0.320231883680278,0.35513749162588,0.473875270483064,0.287132836794261,0.341513773689675
0,0,0,0,0,1,0.197340736848219,0.197340736848219,0.223088873694383,0.25888017899306,0.292445365415097,0.365180414231921
0,1,1,1,0,1,0.175482048185091,0.175482048185091,0.189698611445035,0.325490658553811,0.281360770439605,0.335221229272511
1,1,1,1,1,1,0.346570316400355,0.346570316400355,0.360524858116911,0.636605597491848,0.351607093126366,0.460775013163502
1,1,1,1,0,1,0.3401471418682,0.3401471418682,0.336598664350742,0.55439431924642,0.340192318050932,0.433146849955376
1,1,1,1,0,1,0.35332639584417,0.35332639584417,0.394488632429346,0.718308787338945,0.346153816488648,0.447375113569744
1,1,1,1,0,1,0.272757293645973,0.272757293645973,0.249897885420541,1.1049409147978,0.427749613334757,0.550607039934194
1,1,1,1,1,1,0.313459939858805,0.313459939858805,0.336346746072317,0.551646934624508,0.315892496586538,0.411571014772708
1,1,1,1,1,1,0.308283732978389,0.308283732978389,0.340615583964864,0.44646544602384,0.324899685249002,0.395781461828644
0,1,1,1,0,1,0.236939292994646,0.236939292994646,0.263176944740654,0.367225921532341,0.287488557221099,0.372115412017774
1,1,1,1,1,1,0.296753065455292,0.296753065455292,0.329549597668359,0.434631428254352,0.349907233019413,0.424606052908175
1,1,1,1,1,1,0.263459901852721,0.263459901852721,0.288678127438504,0.452467517536247,0.344527531560396,0.419937704852237
0,1,1,1,0,1,0.221003900999842,0.221003900999842,0.240127528907403,0.258633682347322,0.261048714692137,0.28891119398336
0,0,0,0,0,0,0.200731748250857,0.200731748250857,0.222965698357487,0.322762619035101,0.274361382919493,0.338883194176954
1,1,1,1,0,1,0.274564112997471,0.274564112997471,0.279869575233711,0.432828734540895,0.317542563609313,0.386682287491567
1,1,1,1,0,1,0.314549520246978,0.314549520246978,0.349971575295552,0.583044861462248,0.295324491177934,0.385976417783128
0,1,1,1,0,1,0.299272941143777,0.299272941143777,0.33836230380078,0.491542665343981,0.291196082823124,0.354396686329911
1,1,1,1,0,1,0.250586901576952,0.250586901576952,0.275806176619865,0.340871436547244,0.297416224695265,0.365943734200674
1,1,1,1,1,1,0.303460358544451,0.303460358544451,0.371691571842761,0.581583001827192,0.346199948198598,0.431915034761963
1,1,1,1,0,1,0.227560915786067,0.227560915786067,0.242930004010304,0.343472239139281,0.357271350931372,0.395844771496082
0,0,0,0,0,0,0.236198141781096,0.236198141781096,0.267726524679272,0.36677948442054,0.264907738133162,0.319359556975627
1,1,1,1,0,1,0.237114017236652,0.237114017236652,0.260470273802133,0.331731434148137,0.258051799268278,0.320080531649706
1,0,1,1,1,1,0.289264160246033,0.289264160246033,0.385069363916503,0.471265889805773,0.386528177375726,0.495468794527637
1,1,1,1,0,1,0.198856976048707,0.198856976048707,0.212344470726095,0.289597326832959,0.243030852607848,0.27465925662815
0,0,0,0,0,1,0.156531213836993,0.156531213836993,0.177267014014527,0.257734622072478,0.23220449448567,0.26320851459632
1,0,1,1,1,1,0.279581077750015,0.279581077750015,0.311587215404262,0.472053051331182,0.296434116296733,0.355076244099558
1,0,0,1,1,1,0.190523147729485,0.190523147729485,0.210990863307475,0.384245768731295,0.302077533022453,0.354077066773826
1,1,1,1,0,1,0.265970535730731,0.265970535730731,0.286760900907891,0.353561886563653,0.311450683685765,0.376154079280474
0,1,1,1,0,1,0.34187832868903,0.34187832868903,0.386984925072707,0.599387479222777,0.31305301975363,0.384785028269294
1,1,1,1,0,1,0.302718826102231,0.302718826102231,0.338811399311576,0.477734599713371,0.320942439442266,0.377813755809612
0,1,1,1,0,1,0.292148997254523,0.292148997254523,0.356065642675023,0.519526914032554,0.35544793475787,0.448107141962216
1,1,1,1,1,1,0.296833387817634,0.296833387817634,0.341896798083633,0.461283133210215,0.386565687997421,0.452554785922229
1,1,1,1,0,1,0.332955230697575,0.332955230697575,0.363855776984414,0.433752188269376,0.36345809252666,0.421533419080327
1,1,1,1,0,1,0.173648864215966,0.173648864215966,0.202848136085834,0.369922311491268,0.318033373773112,0.383423396587989
1,1,1,1,0,1,0.231980801440025,0.231980801440025,0.255839584452103,0.392778713669651,0.277894370329177,0.337517036660258
1,1,1,1,0,1,0.245770617334584,0.245770617334584,0.260215238724673,0.368655372145901,0.288259041170128,0.342399937117175
1,1,1,1,1,1,0.364767255427203,0.364767255427203,0.412568432438764,0.545697828485071,0.386054102428318,0.480615845746248
1,1,1,1,0,1,0.204213189049018,0.204213189049018,0.22559710285051,0.274497393945417,0.26163408277598,0.32623548303158
1,1,1,1,1,1,0.28785733853851,0.28785733853851,0.31348916611157,0.499347649012996,0.295330413872449,0.375467054511901
1,1,1,1,1,1,0.270349503420968,0.270349503420968,0.289654411948408,0.40318207860821,0.273037610383583,0.340168861728549
1,1,1,1,0,1,0.283396681419724,0.283396681419724,0.312098150070336,0.448737143600753,0.274880961120571,0.336791007044017
1,1,1,1,0,1,0.240121571585524,0.240121571585524,0.263442991342022,0.366093460629338,0.268369758409714,0.330834489556778
0,1,1,1,0,1,0.264739336462869,0.264739336462869,0.314367642113038,0.462439684007278,0.269907488046464,0.344238202283915
1,1,1,1,0,1,0.228602361678235,0.228602361678235,0.242038954169798,0.354445294245168,0.308212060350818,0.367738876934098
0,0,0,0,0,1,0.16633823374756,0.16633823374756,0.205204819319659,0.304223052591785,0.300066919320898,0.328890816112462
1,1,1,1,0,1,0.253274635517059,0.253274635517059,0.27861809280602,0.355158610912568,0.283855822866228,0.345888309401206
1,1,1,1,0,1,0.192656895766818,0.192656895766818,0.209022265191771,0.295228171228466,0.298827577798285,0.351316212188758
1,1,1,1,0,1,0.225396285807778,0.225396285807778,0.242529213878198,0.381945045555188,0.257692517730023,0.315175342233827
1,1,1,1,1,1,0.341416686317539,0.341416686317539,0.384817836193615,0.56705641221052,0.342553011282296,0.421973514364174
1,1,1,1,0,1,0.245748063069995,0.245748063069995,0.268822132149438,0.346031170516743,0.306705769457458,0.34292215639059
1,1,1,1,1,1,0.296990605887824,0.296990605887824,0.331796884045699,0.45090073779936,0.335187427395109,0.402935789474964
1,1,1,1,0,1,0.199618932436229,0.199618932436229,0.223120267026752,0.270570562442676,0.277451885889771,0.333902465646517
1,1,1,1,0,1,0.279177555850644,0.279177555850644,0.306591641025149,0.414532955767903,0.328830224965329,0.401140296317605
1,1,1,1,1,1,0.196302412099237,0.196302412099237,0.213503484753664,0.27488987390454,0.295447665282617,0.328880539030765
1,1,1,1,1,1,0.227906334970764,0.227906334970764,0.255498212647181,0.34827532148261,0.289381101203239,0.331627257726714
1,0,1,1,1,1,0.278296756169658,0.278296756169658,0.322704406562946,0.395463384253857,0.374480231266918,0.435624162972708
1,1,1,1,0,1,0.249536994070722,0.249536994070722,0.263539189945614,0.340730443419197,0.305909237717535,0.367366121979557
1,1,1,1,0,1,0.355505276363039,0.355505276363039,0.406451390555128,0.472165660838801,0.32296196798632,0.39438253116997
1,0,0,1,1,1,0.206370164571961,0.206370164571961,0.232626325270029,0.43904098886438,0.342646091890057,0.42681585959617
1,1,1,1,1,1,0.390427632917739,0.390427632917739,0.431832683372143,0.773230173026632,0.470236372011435,0.614046251389606
1,1,1,1,0,1,0.26058496279917,0.26058496279917,0.285510918939752,0.427963490447203,0.30997585259875,0.386597967718924
0,1,1,1,0,1,0.310735789584613,0.310735789584613,0.344231220931653,0.507141500958788,0.316383192891328,0.406706725436423
1,0,0,1,1,1,0.201933241439418,0.201933241439418,0.219423645807608,0.300342676031608,0.253626262622398,0.283482033346363
0,0,0,0,1,1,0.173012534487857,0.173012534487856,0.189194567366212,0.296250913726013,0.30538973015246,0.375781804104224
1,1,1,1,0,1,0.239072124336576,0.239072124336576,0.28134480782371,0.395553087592921,0.310020737301392,0.369983979469754
1,1,1,1,0,1,0.238451770288465,0.238451770288465,0.261778862598686,0.369980714922575,0.28411694263166,0.344328547214338
0,0,0,1,0,1,0.282389535777814,0.282389535777814,0.308305356780051,0.44599983452173,0.325863647406054,0.402777290779394
1,1,1,1,0,1,0.241150657388085,0.241150657388085,0.273992192342321,0.427150143188028,0.316794419609944,0.378796895508908
1,1,1,1,1,1,0.257197771274439,0.257197771274439,0.278221389571574,0.346211409867164,0.295459058789435,0.348903284242548
1,1,1,1,0,1,0.286565324177348,0.286565324177348,0.30782995895871,0.427928809624135,0.257423658185752,0.33502483603519
1,1,1,1,1,1,0.383140279396514,0.383140279396514,0.45371934903238,0.434652503588651,0.331613135924368,0.400366925885358
1,1,1,1,0,1,0.215435747720145,0.215435747720145,0.241940771045464,0.340251945797625,0.267582544325902,0.318701531323547
1,1,1,1,0,1,0.360761291182734,0.360761291182734,0.40329152058348,0.552429303203083,0.369301381668969,0.474984244769316
1,1,1,1,0,1,0.227723736546764,0.227723736546764,0.263799231733095,0.422201549462073,0.263063061640342,0.344659976657306
1,1,1,1,0,1,0.21247463676226,0.21247463676226,0.243499855396109,0.325095072377126,0.288080835819694,0.34894328349974
1,1,1,1,1,1,0.288395202942702,0.288395202942702,0.331833059383142,0.460833117467852,0.31823786370638,0.38471561935074
0,1,1,1,0,1,0.266404372962747,0.266404372962747,0.294886359908785,0.39911009376144,0.319058445631977,0.404730598771987
1,1,1,1,0,1,0.225961871575073,0.225961871575073,0.242054154146321,0.359655778075491,0.286323311069959,0.335329268094877
1,1,1,1,0,1,0.172007813692898,0.172007813692898,0.199308871550819,0.282529503649622,0.255040703298725,0.286050972289167
1,1,1,1,0,1,0.268491972156949,0.268491972156949,0.295447109205801,0.346462131127711,0.262285865550631,0.317614064903037
1,1,1,1,1,1,0.240599904621775,0.240599904621775,0.268412985794193,0.390114072558482,0.298203961585882,0.356614920487826
1,1,1,1,0,1,0.28269180897095,0.28269180897095,0.336598270227555,0.511370512870864,0.298403720529274,0.353409281557386
1,1,1,1,1,1,0.314093746717202,0.314093746717202,0.343005739878897,0.515080977101632,0.355037275036936,0.433004252182452
1,1,1,1,0,1,0.275887007405629,0.275887007405629,0.289315738460145,0.412429811435898,0.345035371612306,0.422072477373625
1,1,1,1,0,1,0.232292007611013,0.232292007611013,0.279621954681739,0.446125795951845,0.319474174304289,0.399662662773665
1,1,1,1,0,1,0.252832620955371,0.252832620955371,0.278207656615714,0.416931703856783,0.318499164230751,0.361434920213748
1,1,1,1,0,1,0.298879877838392,0.298879877838392,0.33757521538972,0.419550715694509,0.328015951114328,0.388373498311182
1,1,1,1,1,1,0.383609721489132,0.383609721489132,0.440827462160928,0.56845623157646,0.360879255222161,0.462743226642805
1,1,1,1,0,1,0.267689547536325,0.267689547536325,0.294580609502645,0.400584077103465,0.311404153679829,0.37212618315605
1,1,1,1,1,1,0.214394169073852,0.214394169073852,0.229820412604276,0.282110640770625,0.264997520609395,0.310659692113824
0,0,0,1,0,1,0.237239090974017,0.237239090974017,0.274775485090723,0.484130114314888,0.316010693425306,0.388151093092352
1,1,1,1,0,1,0.205031598725278,0.205031598725278,0.225939686348637,0.316657107660256,0.276944760175097,0.329507589110178
1,1,1,1,1,1,0.404959002288352,0.404959002288352,0.487165849336068,0.550999954321231,0.326761454297852,0.425978979036327
1,1,1,1,1,1,0.360286698846679,0.360286698846679,0.39490603407851,0.480558016564467,0.367722258658583,0.450745750616998
0,0,0,0,0,0,0.222027209316686,0.222027209316686,0.252483673726994,0.329450523998537,0.264108939076351,0.306040372312497
1,1,1,1,1,1,0.201456866161187,0.201456866161187,0.21991570563533,0.281490287151084,0.238000570757777,0.281734137892824
1,1,1,1,1,1,0.204300411508399,0.204300411508399,0.229388962844093,0.292276479419009,0.245413650205177,0.276223093870159
1,1,1,1,0,1,0.272581996894937,0.272581996894937,0.29002315271856,0.548248168100097,0.292894274909784,0.373111103224402
1,1,1,1,0,1,0.297534513503188,0.297534513503188,0.329008167275138,0.458458718976558,0.33297908182938,0.411881765523699
1,1,1,1,0,1,0.232391658270624,0.232391658270624,0.259320739441613,0.345873155735365,0.295682739712715,0.371636193688071
1,1,1,1,0,1,0.355708268016743,0.355708268016743,0.387829939372864,0.665188001501934,0.339525868291429,0.395379172045425
0,1,1,1,0,1,0.274666972065706,0.274666972065706,0.31029308436008,0.488420314587503,0.299870716581888,0.363580523856146
1,1,1,1,0,1,0.304231821780711,0.304231821780711,0.339784273179279,0.436658044460851,0.27603106637128,0.34791227485586
1,1,1,1,0,1,0.291665222533784,0.291665222533784,0.335563626529348,0.420163527445769,0.345189749382552,0.418146198113653
1,1,1,1,1,1,0.426213139885247,0.426213139885247,0.461952179108333,1.72910227888129,0.406959810746557,0.554709677136335
1,1,1,1,0,1,0.24205490515795,0.24205490515795,0.27382088232321,0.357891256401214,0.278072059664343,0.330920766597448
1,1,1,1,1,1,0.326679880003927,0.326679880003927,0.366047443481625,0.433523488184878,0.309955444737796,0.386529193501524
1,1,1,1,1,1,0.33665449760836,0.33665449760836,0.365454218689246,0.584158767532034,0.322467550103715,0.393153307396734
1,1,1,1,0,1,0.21372965906629,0.21372965906629,0.234857319663088,0.286712392502704,0.283375318931753,0.332959436034005
1,1,1,1,0,1,0.163676969448095,0.163676969448095,0.189786414883232,0.319265340627203,0.260480749440621,0.326241714642596
1,1,1,1,0,1,0.291587056012673,0.291587056012673,0.31595550652157,0.447561702031471,0.3322507159633,0.426428907064397
1,1,1,1,1,1,0.306621261230277,0.306621261230277,0.339907684384053,0.421791432996807,0.294589299624713,0.367159876014526
1,1,1,1,0,1,0.221803346009868,0.221803346009868,0.272024102823674,0.338164961900734,0.281444442942984,0.337822290343379
1,1,1,1,0,1,0.311908408615638,0.311908408615638,0.360137444205273,0.488040049310222,0.305184574233606,0.382322659037301
1,1,1,1,0,1,0.226659263316241,0.226659263316241,0.243586708157459,0.358982482204249,0.300947319747465,0.362160390651797
0,0,0,0,0,1,0.17176367290531,0.17176367290531,0.194478742970277,0.227563662331878,0.210604516850237,0.253731329662762
1,1,1,1,0,1,0.333393931151202,0.333393931151202,0.364120287260596,0.556873787836301,0.309990995230736,0.401484649186089
1,1,1,1,0,1,0.265759563168142,0.265759563168142,0.296646193907857,0.565045153888597,0.332645788601748,0.417321998624317
0,0,0,1,0,1,0.218580425126064,0.218580425126064,0.245894838729639,0.378856066955286,0.276147351549093,0.339158235511486
1,1,1,1,1,1,0.304641505658996,0.304641505658996,0.334690054503503,0.48991521464851,0.317350198283844,0.380199537908556
1,1,1,1,0,1,0.247985680780472,0.247985680780472,0.281446331155406,0.429714550521979,0.29186626170284,0.349379407922245
1,0,0,1,1,1,0.204385467783644,0.204385467783644,0.231531939819971,0.789357173214245,0.34512673783194,0.46927125149569
1,1,1,1,0,1,0.250154761421368,0.250154761421368,0.272533873815096,0.400419703990099,0.307976209964547,0.383015828737904
0,1,1,1,0,1,0.266110235214057,0.266110235214057,0.314311102063805,0.44909961787689,0.2878089538072,0.365596130581598
1,1,1,1,0,1,0.230164356913663,0.230164356913663,0.244087346747611,0.299683554421778,0.265424871741018,0.314421801370441
1,1,1,1,0,1,0.27345327305443,0.27345327305443,0.333671086356998,0.459940222375017,0.312557344977623,0.390228622921557
1,1,1,1,0,1,0.251514973469661,0.251514973469661,0.278259282711029,0.369491046371815,0.281348531164207,0.367207552802598
1,1,1,1,1,1,0.240839894374693,0.240839894374693,0.277329963008279,0.391126917595347,0.29653100132151,0.353419834423797
1,1,1,1,1,1,0.204924268085958,0.204924268085958,0.276528544375422,0.350685379782219,0.360782896085067,0.418372136185615
0,0,0,0,0,0,0.301422051311494,0.301422051311494,0.329033316388811,0.444144278528144,0.351913195264472,0.424585275838977
1,1,1,1,0,1,0.308864696369103,0.308864696369103,0.336108400628812,0.575374741141665,0.27972471449624,0.357863112417731
1,1,1,1,0,1,0.336001630873243,0.336001630873243,0.346961184674947,0.576413771853207,0.380239690288266,0.512334745089349
1,1,1,1,0,1,0.242567787903858,0.242567787903858,0.27055717570939,0.497361011924002,0.328377943236191,0.415120302123023
1,1,1,1,0,1,0.160114447395388,0.160114447395388,0.178852987118066,0.275281140830002,0.271102622992046,0.319402283785597
