"V1","V2","V3","V4","V5","V6","V7","V8"
1,1,1,1,1.47887458564794,1.66224520670094,1.45485633624647,0.992960114738283
1,1,1,1,1.59734352326148,2.37635938097781,1.86857079449155,1.25445434120061
1,1,1,1,1.86271279933405,2.45148313453738,1.76593244508485,1.20295937127481
1,1,1,1,1.11002878439289,1.34449820251043,1.41907181403691,0.936272857383855
1,1,1,1,2.78309357019073,3.32283045548697,2.37990351929875,1.21554965810704
1,1,1,1,1.5373275962295,2.45974014621904,1.60617640716054,1.15091430556478
1,1,1,1,1.17156906154428,1.40165928659919,1.42633592988329,1.0110236416297
0,0,0,1,1.53411819215634,1.92276963058965,1.70709222778846,1.10146106833649
1,1,1,1,1.67108074121536,1.94559814937742,1.70056089805887,0.990263214437166
1,1,1,1,1.81105617107867,2.62896272101023,2.13212812476842,1.21755419171005
0,1,1,1,1.76871648424972,2.04234301601344,1.5423853069975,1.06439570147372
1,1,1,1,1.36038002772829,1.76836093948432,1.76084348588743,1.24816398504654
0,1,1,1,1.34835489419776,1.70068965175922,1.49308392156701,1.11688089672203
1,1,1,1,1.46324514613217,2.42407322871917,1.72548246711331,1.10188006523386
1,1,1,1,1.16510785810039,1.68601993264332,1.31811158418259,0.959767906667348
1,1,1,1,1.4015846248444,1.65471340947926,1.59018364176403,1.14001005132946
1,1,1,1,1.22907669907488,1.7138668196055,1.75708174211203,1.15230338670007
1,1,1,1,2.10354272919659,2.14749089472633,1.90639241221333,1.29275190808057
1,1,1,1,1.11266043992033,1.27573407251218,1.30255986058048,1.10989150963203
1,1,1,1,1.53725475604776,2.07120253084821,1.64286044389961,0.99189526427696
0,0,1,1,1.4198523177615,1.51834439660161,1.42994185983243,1.07865704647939
1,1,1,1,1.59506530351142,1.84139729744195,1.51169180784543,1.20776482159986
1,1,1,1,1.63318313590905,1.89112335599319,1.57683531199073,1.0769088690605
1,1,1,1,1.50137122180608,1.87226640873415,1.51363402573424,1.09100170591413
