"Conventional","Bias-Corrected","Robust","","","","","","","Conventional","Bias-Corrected","Robust","","","","","",""
1,1,1,1,1,1,1,1,1,7.59894311155824,7.59894311155824,8.98729614365915,8.60206026221378,5.82184609514945,9.810026580209,8.45576271750435,6.27771027183291,8.19154942943239
1,1,1,1,1,1,1,1,1,5.99316078188422,5.99316078188422,7.18420272899556,7.27257443869972,4.74937634743762,8.45307944667403,6.6689202373926,5.93392813698775,7.89605238889219
1,1,1,1,1,1,1,1,1,6.50374661407699,6.50374661407699,7.84256243531412,10.0961727918523,4.93820476794166,8.58633661363535,7.23707722719486,5.54345123848052,7.67734232035699
1,1,1,1,1,1,1,1,1,6.05475615712959,6.05475615712959,7.04201216490115,7.69423610487327,5.81649120489464,9.77504731581021,6.73746080545899,6.2550721867453,7.6676526267957
0,0,0,0,1,0,0,1,1,7.29095104986019,7.29095104986019,8.32323744281407,8.18696390629402,5.12493498112353,9.28023849140255,8.11304297946178,6.07774577474518,8.03638134796923
1,1,1,1,1,1,1,1,1,5.67909308733094,5.67909308733094,6.82652510307064,6.52447329430797,4.92182974196443,8.61825761521903,6.31943980789223,6.6759235378517,7.76066216579821
1,1,1,1,1,1,1,1,1,6.1075568416499,6.1075568416499,7.33990558164244,7.25470182992786,4.56627453160234,7.8114891638919,6.79621503655022,5.07807580567849,7.69927994942756
1,1,1,1,1,1,1,1,1,6.78029524040061,6.78029524040061,8.27604379491798,10.3625940462595,5.64423606585732,8.65385514078705,7.54480812209884,6.54457281285937,7.90800607392856
1,1,1,1,1,1,1,1,1,5.53346569015469,5.53346569015469,6.63936212349711,8.42578373693467,5.96044869683606,8.98883520940844,6.15739217868744,6.56453124824415,7.82172423482388
1,1,1,1,1,1,1,1,1,7.07208495784975,7.07208495784975,8.53506514031139,6.81405829058096,5.21441593424509,10.3351520971235,7.86949861891342,5.86020298784145,7.86305100595203
1,1,1,1,1,1,1,1,1,7.47666756635685,7.47666756635685,8.97562300724888,8.51849710608054,4.97245528833105,11.1365680351398,8.31969998072668,6.35051169700252,7.84651153093268
1,1,1,1,1,1,1,1,1,5.73853379842715,5.73853379842715,6.85183646335768,7.36555098477433,4.02234472790424,7.29785928556811,6.38558276243348,6.20167943009494,7.93843331546544
1,1,1,1,1,1,1,1,1,7.04620466611898,7.04620466611898,8.41431350163616,8.87680250534366,4.73641338108271,9.61995337956957,7.8407001922477,5.76542530096088,7.69910572728303
1,1,1,1,1,1,1,1,1,6.27412835631558,6.27412835631558,7.36872808306265,5.80221261119716,5.12992044295426,8.11001379590505,6.98156833934912,5.41314008918316,7.69763199126776
1,1,1,1,1,1,1,1,1,5.40436342266603,5.40436342266603,6.4578810743318,8.42841389756703,5.21775738831985,7.20045044176384,6.01373297185439,5.9490005781527,7.68381065474769
1,1,1,1,1,1,1,1,1,6.93191843355014,6.93191843355014,8.33088722386754,9.7881075378577,5.28447955933624,9.18452877386978,7.7135276038637,6.0837799058033,8.1849860961283
0,0,0,1,1,0,0,1,0,7.89214390995137,7.89214390995137,9.14935520213746,11.700748778649,5.1618498765799,9.37937943150887,8.78202340183875,6.52880872313154,7.8492338333222
1,1,1,1,1,1,1,1,1,5.04304446137325,5.04304446137325,5.91234114839694,6.34087502688899,4.42779871377482,8.2540711555781,5.61167345421176,5.65515258422972,8.13726775537647
1,1,1,1,1,1,1,1,1,8.42983818558588,8.42983818558589,9.70936200379373,11.2121644818132,6.02485615501845,10.8783208806688,9.38034545038919,6.68731117364828,8.25946239748465
1,1,1,1,1,1,1,1,1,6.04306686134943,6.04306686134943,7.14520397720781,5.74592814471029,4.17627281679669,7.8306550187113,6.72445348194036,5.504636417717,7.61506723113385
1,1,1,1,1,1,1,1,1,5.10958802553641,5.10958802553641,5.91075143081622,6.05596356985462,4.44999061517822,6.71339862586417,5.6857201447423,5.17214171224166,7.83529669058705
1,1,1,1,1,1,1,1,1,7.5237087586128,7.5237087586128,8.80184672798674,10.162312709199,4.14909341292982,10.0151981750069,8.37204530741557,5.57634696474674,8.06666390435057
1,1,1,1,1,1,1,1,1,6.53772569302394,6.53772569302394,7.83396625946359,7.62951014160541,5.52785800383497,8.61099675427747,7.27488762065573,6.24304100725163,7.55861145518479
1,1,1,1,1,1,1,1,1,6.81185563865344,6.81185563865344,8.0996821658852,7.92350254604095,4.6996754682374,7.94545842832678,7.57992711627712,6.22642390874555,7.8326164059669
1,1,1,1,1,1,1,1,1,7.10197386673832,7.10197386673832,8.28334850820706,9.84844820616213,5.20763255656511,9.47608789632169,7.90275765477362,6.24204748066004,7.65767979692129
1,1,1,1,1,1,1,1,1,5.91728623692245,5.91728623692245,7.10035437301936,8.96497071749033,4.84304865955734,7.8633901155192,6.58449045037135,5.5571479543966,7.80908904615793
1,1,1,1,1,1,1,1,1,5.33707880310426,5.33707880310426,6.26048810113469,5.94940391882785,4.73634526505417,7.31658491277965,5.93886166814816,5.90959539568108,7.57010156729988
1,1,1,1,1,1,1,1,1,6.0003352385839,6.0003352385839,6.93640793388266,6.5951743959622,4.93302607892612,8.1333904675574,6.67690365068953,4.80363498537092,7.73301458246226
1,1,1,1,1,1,1,1,1,6.27419148327011,6.27419148327011,7.28667954220994,7.63335959446088,4.52396696476989,8.96028067639616,6.98163858418985,6.05655061241182,7.95863435583658
1,1,1,1,1,1,1,1,1,7.84576293232127,7.84576293232127,9.21251570442957,10.4297795348794,5.1458014171393,10.0092446234962,8.73041273234321,6.00988277378201,7.36486221575644
1,1,1,1,1,1,1,1,1,8.12006280795512,8.12006280795512,9.45575236684751,8.30539578574253,5.2977587359535,9.83608100132057,9.03564131844394,6.2583543724693,8.23535427669936
1,1,1,1,1,1,1,1,1,7.6167693838671,7.6167693838671,9.26962055849174,11.1093490702842,4.54467348052515,12.0358113829304,8.4755989929664,6.6415190712786,8.37844110874134
1,1,1,1,1,1,1,1,1,7.45007549293966,7.45007549293966,8.93431981555265,9.00816123970639,4.79574384654002,9.77876828615449,8.29010951535785,5.74439869181005,8.1614859347824
1,1,1,1,1,1,1,1,1,6.1983759222831,6.1983759222831,7.54121947001141,11.2630674345656,5.34881107292952,10.3797069864087,6.89727443188747,7.07303324511961,8.19699171308337
1,1,1,1,1,1,1,1,1,5.99635331254615,5.99635331254615,7.06664312300622,7.99314242336439,5.74461691612247,8.88960599472937,6.67247274217508,6.34554710044377,7.57055576049017
1,1,1,1,1,1,1,1,1,6.39396533722008,6.39396533722008,7.67781751232701,8.28021509106239,5.58774140376055,8.85438574840165,7.11491755126377,6.2925448227098,7.86784359548055
1,1,1,1,1,1,1,1,1,5.65325854242425,5.65325854242425,6.75509951969095,7.64399677819594,5.37897478619372,10.9698303431856,6.29069228623841,6.14201128013423,7.5068960380013
1,1,1,1,1,1,1,1,1,7.35385583664223,7.35385583664223,8.46026166230345,7.16577960233902,5.10223265439195,9.92724129452899,8.18304060189627,5.57911582399883,7.60334774410292
1,1,1,1,1,1,1,1,1,6.2471293583677,6.2471293583677,7.48114496719862,8.93475404450425,4.8588870919374,8.48588551436429,6.95152506663263,5.72024426290563,7.9812586108822
1,1,1,1,1,1,1,1,1,5.50364183374835,5.50364183374835,6.54765070668738,7.85266837372012,5.62171903921453,7.55856769320189,6.12420553030875,6.3095930160124,7.65132157318318
1,1,1,1,0,1,1,0,1,7.06824385938869,7.06824385938869,8.40344854122299,9.57404691757465,5.29454376471838,8.2378923077138,7.86522441700344,5.92981738105927,8.24161636195433
1,1,1,1,1,1,1,1,1,6.52608561933843,6.52608561933843,7.7354010259639,8.25910564545685,6.09151759718715,9.18775937469249,7.26193506927403,6.73173391048686,8.84380807390311
1,1,1,1,1,1,1,1,1,5.34735707026852,5.34735707026852,6.31213112420073,7.63013929950428,5.05055013736404,7.62636146940234,5.95029886237533,5.8888591372163,7.70408563380047
1,1,1,1,1,1,1,1,1,6.67460015553854,6.67460015553854,7.86719808078642,8.43589407410072,4.21484776341243,8.03111612880543,7.42719537715794,5.75045409012767,7.95903956518425
1,1,1,1,1,1,1,1,1,5.32459994618167,5.32459994618167,6.29358084120016,6.78272176488933,5.09865828278408,7.36670055189752,5.92497575643991,5.90073886426158,7.96224078941562
1,1,1,1,1,1,1,1,1,5.5554965328731,5.5554965328731,6.6320120657191,6.50230545032867,5.36730897779691,9.00336537223454,6.1819071113246,5.31157399692006,7.42202542331289
0,0,0,0,1,0,0,1,1,6.67576297836923,6.67576297836923,7.60228911924166,8.78768455076128,5.42724326714546,9.13856847643403,7.42848931419556,6.39013340774828,8.14760403748849
1,1,1,1,1,1,1,1,1,6.21061401909725,6.21061401909725,7.35196889493499,10.8172195025682,5.22441129794813,9.83940742437478,6.91089243655668,6.61553710076117,8.33998435927766
1,1,1,1,1,1,1,1,1,6.02069626419166,6.02069626419166,7.07631973635354,9.10137158493066,4.83039037029062,8.26875542703254,6.69956048581735,5.58630508933256,7.75750404932999
1,1,1,1,1,1,1,1,1,6.23469311417751,6.23469311417751,7.26475424876474,8.48717407315496,5.75140011117763,9.85220986328118,6.93768657245977,6.42542518713113,8.00940887872094
1,1,1,1,1,1,1,1,1,5.75962137828257,5.75962137828257,6.84882120943331,7.14411980276827,4.50993511682146,7.83282375749882,6.40904807450729,5.41013492066721,7.99390124392201
1,1,1,1,1,1,1,1,1,6.17195409312338,6.17195409312338,7.50212787504978,10.192252839366,5.02718095419514,8.75582508876681,6.86787340668474,5.3588864463451,7.87766498390477
1,1,1,1,1,1,1,1,1,5.98784940881623,5.98784940881623,7.10500252562923,7.32166701474882,5.2246456649522,7.62917038332798,6.66300997991234,6.1837805264137,7.5751193878441
1,0,1,1,1,1,1,1,1,7.86007988884201,7.86007988884201,9.31016335030635,10.9392439599024,4.92513806017636,10.3435109604038,8.74634399875736,5.97163622239923,7.68101327320262
1,1,1,1,1,1,1,1,1,7.03084504272399,7.03084504272399,8.48808274232629,7.70776361634794,4.48713032383162,9.86704825649065,7.8236086929495,6.59795087858546,8.08622792752997
1,1,1,1,1,1,1,1,1,7.44319994738164,7.44319994738164,9.06336428425067,6.04323411838539,4.95008915712863,9.04580417377803,8.28245871695885,4.68342441982823,7.9046195667345
1,1,1,1,1,1,1,1,1,6.1070182157421,6.1070182157421,7.460184189302,10.8294064997734,5.69688591138895,8.95877251209273,6.79561567782323,6.16058763804221,8.13370435180998
1,1,1,1,1,1,1,1,1,5.56949756750129,5.56949756750129,6.45955729426408,7.76121552067692,4.21385394809154,7.36495704248373,6.19748683404098,5.04706086400428,7.88235779204049
1,1,1,1,1,1,1,1,1,4.95607013498929,4.95607013498929,5.88304956111533,6.54675144767294,4.75197933601772,7.89546526671249,5.51489232878145,5.20895425730272,8.32428190704125
1,1,1,1,1,1,1,1,1,5.94139101831325,5.94139101831325,6.71789064807598,7.77775375927594,5.69169080431686,8.44711474114662,6.61131316884755,6.33183772070516,7.88287851970627
1,1,1,1,1,1,1,1,1,6.40542601995705,6.40542601995705,7.79842221831111,9.04321105925467,5.81614212873655,9.12769471498711,7.12767048445221,6.09559790362379,8.0790967515511
1,1,1,1,1,1,1,1,1,5.92571750546236,5.92571750546236,7.00166763521053,7.98965885670632,5.23509551988534,9.44459344902448,6.59387238745582,6.16315283872574,7.96626555779524
1,1,1,1,1,1,1,1,1,6.17991062715248,6.17991062715248,7.33811890358708,7.6478996253587,5.31497405879992,8.56871021529276,6.87672708052018,5.72076118871482,7.5487917278365
1,1,1,1,1,1,1,1,1,7.09517035080698,7.09517035080698,8.50569324844135,6.62156473032419,5.54401943722258,10.4850197489246,7.8951870077092,5.77958194856777,8.49079327436327
0,0,1,1,1,1,1,1,1,5.67092257210162,5.67092257210162,6.68057564303232,6.63243098519909,4.84676490766734,7.14840383781871,6.3103480253845,5.52810861845084,6.94725910328346
0,0,0,1,1,0,1,1,1,6.27109198477419,6.27109198477419,7.1669923093889,8.53635156647944,5.06603659350233,7.22478168040023,6.97818960142475,5.65426232558873,7.44113888256805
1,1,1,1,1,1,1,1,1,5.50231983658412,5.50231983658412,6.54889704049182,7.57035554600067,4.31872092276861,8.05522231382076,6.12273447121937,5.62777340519109,7.73562825768536
1,1,1,1,1,1,1,1,1,5.45401485681668,5.45401485681668,6.44869747914115,9.0308965272712,5.28602972040787,9.38989898170722,6.06898285852917,6.06843844072939,7.31312128751584
1,1,1,1,1,1,1,1,1,6.8933269165098,6.8933269165098,7.95721944049272,8.03767025996369,4.35502123983708,8.34277920174174,7.67058469638157,5.37008497797183,7.99516563014766
1,1,1,1,1,1,1,1,1,5.69313282593355,5.69313282593355,6.78852794490144,8.81478999831847,5.6146343135907,8.48450848028921,6.33506259865361,5.85564929942798,7.79729976668507
1,1,1,1,1,1,1,1,1,5.58555915741305,5.58555915741305,6.68046635039422,9.85688352315119,5.64273393751315,8.53556288809441,6.21535945016217,6.95888709634756,7.61246689006809
1,1,1,1,1,1,1,1,1,6.47055550151252,6.47055550151252,7.70142765540512,5.7657421003795,4.9195758701669,9.32445200009229,7.20014364734633,5.65568935959708,8.02126079872955
1,1,1,1,1,1,1,1,1,7.30935654143006,7.30935654143006,8.72103783900704,8.73949743370071,5.02103047598571,10.114357221504,8.13352378411171,5.56102235234686,8.04815729692718
0,0,0,1,1,0,1,1,1,7.78585482745816,7.78585482745816,8.97130867017649,10.4552599817893,4.65775728848305,8.65320190835936,8.66374968300318,5.82445447339902,8.37544317819269
1,1,1,1,1,1,1,1,1,5.58318112081976,5.58318112081976,6.74911372198896,7.38093231182724,5.27059942399142,9.69051129266026,6.21271327781015,5.86445809997025,7.60373840497516
1,1,1,1,1,1,1,1,1,5.40962688748446,5.40962688748446,6.40503205857052,7.55057787569192,5.42994676179218,7.4550961438875,6.01958991918552,6.09682587772012,7.6148778643749
0,0,0,1,0,0,1,0,1,6.18115363625149,6.18115363625149,7.31379713228978,7.64034523626316,5.570347865819,7.35742551570224,6.878110245237,6.4530649331823,7.4453158347396
1,1,1,1,1,1,1,1,1,5.49045317000219,5.49045317000219,6.58629912880245,6.20086210343752,3.95882094945103,7.30638398295876,6.10952977743611,4.59657016868373,7.85070869348512
1,1,1,1,1,1,1,1,1,5.41435429359791,5.41435429359791,6.4070514389205,7.05897543113112,6.03516916546645,8.43997446845007,6.02485036445768,6.29774839696702,7.65319725113266
1,1,1,1,1,1,1,1,1,6.69803870771588,6.69803870771588,8.05483587325048,8.57484782965671,4.85975644827629,8.46941148745034,7.45327674567772,5.55939396835685,8.13838426968467
1,1,1,1,1,1,1,1,1,6.41880776635801,6.41880776635801,7.78748642006342,8.14466424076878,4.95756205519954,7.70427557877828,7.14256109103409,5.20743026471615,7.41513657376249
1,1,1,1,1,1,1,1,1,6.69713896870251,6.69713896870251,7.85095802197399,9.31223589253774,5.14157063508322,8.28412168989071,7.45227555650009,5.5114212465602,7.60847717611729
1,1,1,1,1,1,1,1,1,6.66770171462405,6.66770171462405,7.78745250651331,9.48057789709972,4.32847209094396,8.79587874336639,7.41951910183421,6.0645938263239,7.77710226521495
1,1,1,1,1,1,1,1,1,5.25557405011254,5.25557405011254,6.2206992627114,6.68273124474114,4.83768433681334,7.09768561239679,5.84816683841605,5.60863843117016,7.91908722155823
1,1,1,1,1,1,1,1,1,6.35613369341822,6.35613369341822,7.64651947786461,7.52266960276106,4.28616419487408,8.26323542213696,7.07282019660467,5.10326941715021,7.81527352421819
1,1,1,1,1,1,1,1,1,6.55598792208343,6.55598792208343,7.52914617506613,7.9065003811811,4.59752764629117,8.03609938106253,7.29520900921631,5.02715087024265,7.57651442430893
1,1,1,1,1,1,1,1,1,5.96375571221118,5.96375571221118,7.14678396791474,9.15770298300536,5.24330554192563,9.70551473359686,6.63619959608805,6.08605691459002,7.81908962068031
1,1,1,1,1,1,1,1,1,8.86525567775754,8.86525567775754,10.1968818135032,10.6453829834107,4.97825561896183,12.9364213066007,9.86485848632102,5.37225024233471,8.32620420893624
1,1,1,1,1,1,1,1,1,6.30260671902893,6.30260671902893,7.52257776428692,9.39887941985346,4.72289366988564,8.40853769660326,7.01325778275617,5.86941415085309,7.79286146125584
1,1,1,1,1,1,1,1,1,5.49850282064604,5.49850282064604,6.46791085499056,9.82311207019889,5.15650153844416,9.40070747101622,6.1184870672597,6.6507113710624,7.66709198831077
1,1,1,1,1,1,1,1,1,6.82805854897853,6.82805854897853,7.89000224859904,6.46532015351837,5.35907445002399,9.97710651807077,7.59795698740928,6.26925954527371,7.45615105143108
0,0,0,1,1,1,1,1,1,6.05389410384102,6.05389410384102,7.05925455676907,7.36583444831547,4.29241848845992,7.59842170312088,6.73650155126392,5.2389003341512,7.2383670579417
1,1,1,1,1,1,1,1,1,5.95432391427144,5.95432391427144,7.12961718341913,5.54702033386759,4.47060305187162,8.67469821051626,6.62570431480919,5.09295699704183,7.63063267562934
1,1,1,1,1,1,1,1,1,7.16656033209043,7.16656033209043,8.51680181256412,8.00170336060203,6.32574183243932,9.18061300773525,7.97462657361695,7.10693831405899,8.79412494535273
1,1,1,1,1,1,1,1,1,6.2100843094073,6.2100843094073,7.38095968214487,7.99582040602077,4.56747896426459,9.21058527770734,6.91030299939659,6.21353819967533,8.53969266177085
1,1,1,1,1,1,1,1,1,6.32610296441968,6.32610296441968,7.51459738253128,8.6432698761403,5.40068545982334,7.5000667031495,7.03940334969353,5.95159790523041,7.58227719605601
1,0,1,1,0,1,1,0,1,5.75122256469931,5.75122256469931,6.73783704313404,7.71223809202136,5.21633055402433,8.9996295018139,6.39970225184143,5.92497755407672,7.47878565479173
1,1,1,1,1,1,1,1,1,5.94617855764764,5.94617855764764,7.10024302599641,6.87622004182402,5.26992299096351,8.24973456548406,6.61664052766812,6.13088055881617,7.51605674021734
1,1,1,1,1,1,1,1,1,5.54156368145766,5.54156368145766,6.7088631197274,6.52742172393216,4.96435150553776,7.84100726150699,6.1664032598261,4.88853055246819,7.81109264059698
1,1,1,1,1,1,1,1,1,6.96169961584204,6.96169961584204,8.38106165593919,9.49070671115326,5.64054000819974,8.39632240442662,7.74666676640382,6.240858803909,7.91524435567069
1,1,1,1,1,1,1,1,1,6.0657339737578,6.0657339737578,7.16394104977055,6.78686299183508,4.55515045537861,8.98114092063527,6.7496764269213,5.00195137761024,7.61909325964503
1,1,1,1,1,1,1,1,1,5.43218415336833,5.43218415336833,6.45632985070932,7.71723103501288,4.59877122333371,8.26438126194584,6.04469063188588,6.66219338590813,7.54769457586212
1,1,1,1,1,1,1,1,1,6.60373528314434,6.60373528314434,7.89999649274798,8.52850330957762,5.87858281624182,10.7368230503995,7.34834012884582,6.78657404101561,8.16974037428732
0,0,0,0,1,0,0,1,1,6.09380652590689,6.09380652590689,7.22024253144972,7.88319657515357,4.49437347339089,7.07205672801026,6.78091430255251,5.35312375981533,7.56967205978484
1,1,1,1,1,1,1,1,1,7.8595022968514,7.8595022968514,9.13267488919933,8.75594048448681,5.5796678661668,9.05978540157607,8.74570128032291,6.13533413120872,8.2807680607613
1,1,1,1,1,1,1,1,1,6.47261677535485,6.47261677535485,7.74696327354859,9.3469900072431,5.26292671093473,7.41870352528181,7.20243734033109,6.10992328307225,7.74712218980757
0,0,0,0,1,0,0,1,0,7.07955197632462,7.07955197632462,8.18239386489742,7.65603491370581,5.07461548401294,10.5183941762916,7.87780758181836,5.5646904769237,8.45679081398004
1,1,1,1,1,1,1,1,1,6.22232884916271,6.22232884916271,7.28889409913446,6.53560423338834,4.71218602831469,7.5050459806619,6.92392817348156,5.53297102728746,7.78225736849897
1,1,1,1,1,1,1,1,1,5.76449027945309,5.76449027945309,6.570808639435,7.44746683912807,4.24878268780717,7.16996637956051,6.41446596912612,5.08595860433549,7.64363112954272
1,1,1,1,1,1,1,1,1,6.27485768587854,6.27485768587854,7.34419869500455,7.22309014194808,5.58304165601859,8.83028205265799,6.98237990454137,6.59346373526357,8.3958689792707
1,1,1,1,1,1,1,1,1,5.84363867238932,5.84363867238932,7.01111376883636,8.62284492410329,4.59209554085288,7.1242836780874,6.50253874718424,5.3558591224339,7.46819491498507
1,1,1,1,1,1,1,1,1,6.25164018657645,6.25164018657645,7.48783285970552,7.90915412771566,5.47099263326919,10.1042845317613,6.95654451373634,6.06474161381796,7.49860146322735
1,1,1,1,1,1,1,1,1,5.49682807863661,5.49682807863661,6.47260908263719,6.8469737999138,4.20566875965607,8.51541222091406,6.11662348954411,5.15009950583312,7.72107011203703
1,1,1,1,1,1,1,1,1,7.05113178602148,7.05113178602147,8.27311931480979,7.52875228078981,5.45527127061839,8.60391349850103,7.84618287005757,5.64183928124617,8.29525404741842
1,1,1,1,1,1,1,1,1,7.91210081545859,7.91210081545859,9.70025849954539,9.91271032276647,5.87548121550503,11.6772336155954,8.80423055026284,6.20591248327687,7.57609980603962
1,1,1,1,1,1,1,1,1,6.20960045871987,6.20960045871987,7.32769233895992,7.0198269413493,3.7555924235625,8.34198301309952,6.90976459207553,5.5267792764623,7.53018908939953
1,1,1,1,1,1,1,1,1,5.80396186638967,5.80396186638967,6.8007442579962,6.77621508620551,4.51913793052279,7.22508207727244,6.45838817887545,5.80248428872062,7.57965880475105
1,1,1,1,1,1,1,1,1,6.15259646038129,6.15259646038129,7.30231158744278,9.72205968734381,6.00939857074622,8.84435947957601,6.84633310208755,5.62600006756565,8.10131822584277
1,1,1,1,1,1,1,1,1,6.63771512812771,6.63771512812771,7.66467998876441,7.76513186132295,5.60848858290484,9.36487030638954,7.38615137471762,6.32396784742505,8.15118082959557
