"V1","V2","V3","V4"
0,0.457782616785507,1,1.63706831003826
0,0.460527594869982,1,1.72829081241056
0,0.479238310452529,1,1.76600267447669
0,0.46984352781573,1,1.52516194550674
0,0.49893944239639,1,1.74996668083161
1,0.473552789033918,1,1.75542174556862
0,0.456449325882859,1,1.80081001611669
0,0.508039304445054,1,1.81000604978221
0,0.497037121742625,1,1.97037610588519
0,0.491396714727836,1,1.77589748579199
0,0.503971326021335,1,2.00695872601854
0,0.473860065254027,1,1.84154586846544
0,0.48296465158694,1,1.99492358511851
0,0.49105149435237,1,1.83364304085478
0,0.516557182952995,1,1.99932319407442
0,0.490391563475729,1,1.72285637996239
0,0.430858473299031,1,1.66435990160981
0,0.451202442239484,1,1.88153357431243
0,0.476347678859868,1,1.83871950794287
0,0.507592074719315,1,1.92932194029089
0,0.46464907466993,1,1.8023119975335
0,0.463971595475891,1,2.04180348133284
0,0.471197568976365,1,1.80084732634226
1,0.496174202655606,1,1.74271738159799
0,0.487209986719839,1,1.75245088924618
0,0.447254888608224,1,1.66631817994953
0,0.477187991058553,1,1.77108819694444
0,0.469630952302032,1,1.63754150964148
1,0.502299550910633,1,1.83191880501812
0,0.493054848163317,1,1.93798758741295
1,0.502333549277774,1,1.95116421021841
0,0.478996695105253,1,1.77409827973433
0,0.448745356576579,1,1.67757215637278
0,0.47145304271064,1,1.61894631337109
0,0.476491055892035,1,1.71248311793397
1,0.499684680932314,1,1.79196092576236
0,0.503410011548748,1,1.88911655218854
0,0.475292824349588,1,1.78543927762129
0,0.456298359996513,1,1.742676038371
0,0.514369415434996,1,1.87752730808045
0,0.470097885193492,1,1.87600617487553
0,0.516516118046427,1,1.96785904533423
0,0.444208034016889,1,1.91002617104091
0,0.458212952266455,1,1.72374557488385
0,0.472318512047325,1,1.74158468519612
1,0.489997880909732,1,1.93038922091373
0,0.496363313375719,1,1.76660400953781
1,0.516980339361034,1,1.97953952691343
1,0.476422932629661,1,1.76025323573859
0,0.48080228841551,1,1.96093003736608
0,0.449023197926009,1,1.78644607163418
0,0.489196281860686,1,1.7661884463157
0,0.478938935825262,1,2.0199845046982
0,0.475258785464193,1,1.7178801129422
0,0.482378769456226,1,1.96183820075767
0,0.464130357772126,1,1.78009396225234
0,0.487852098780143,1,1.78607866611225
1,0.498517237923661,1,2.01004159113298
0,0.475344063165207,1,1.85186180951963
0,0.4833222809635,1,1.83914341217619
0,0.490199700882808,1,1.76610991885039
0,0.491539233253509,1,1.85255859232819
0,0.473086444367645,1,1.78264774736436
0,0.479220586146628,1,1.97358999097996
1,0.504519497163977,1,1.77853342861011
0,0.480958633123712,1,1.86917028820662
0,0.455643203701001,1,1.61628221165834
0,0.466323128489136,1,1.7631880230182
0,0.478727289752573,1,1.80617017723889
0,0.444604147846867,1,1.95038219665475
0,0.493192728830439,1,1.89429950529094
0,0.472702356967005,1,1.82628230730092
1,0.489585135568991,1,1.93913195046356
0,0.465975735689036,1,1.59790395571732
0,0.462818992812734,1,1.85160583504333
0,0.471440461255621,1,1.95752691070239
0,0.43567287414092,1,1.72895060278048
0,0.449016907542908,1,1.64106928796571
0,0.498707156681499,1,2.06154955660893
1,0.501119840508869,1,1.85685556680836
0,0.465121607648804,1,1.81998887765697
0,0.475999180464544,1,1.77705554939856
1,0.507381255227917,1,2.0604866442516
0,0.470695519375313,1,1.89333888751183
0,0.468325931769214,1,1.85450974813871
0,0.483409783909519,1,1.81646144170038
0,0.490096151224819,1,1.94116961954681
0,0.474650538243976,1,1.60109818731417
0,0.529703882482397,1,2.19833609475454
0,0.466748557716377,1,1.72625180154934
1,0.523977860344307,1,2.10382491399042
0,0.473696689627455,1,1.76804633304096
0,0.476162189194941,1,1.83059952260272
0,0.459479324782099,1,1.8371059094157
0,0.459700137830705,1,1.69554784169722
0,0.485488441765832,1,1.76273501812503
0,0.447871128441817,1,1.4908178253968
0,0.465735853943083,1,1.6825177310701
0,0.514184734573045,1,1.8716551687138
0,0.465752850843462,1,1.66431734405677
1,0.513702944776947,1,2.07758160145254
0,0.472438661007818,1,1.84260534120453
0,0.464361117134338,1,1.87052466195714
0,0.492028928895473,1,1.86076859299239
0,0.443808020020318,1,1.74143015947097
0,0.522951952685573,1,2.12808209253066
1,0.481447701730304,1,1.668092233965
0,0.470215502215366,1,1.84112013771248
0,0.471045427859933,1,1.78491996789675
0,0.47992522301031,1,1.70124206024373
0,0.438725464129873,1,1.57101715113009
0,0.494952825176714,1,1.78156310138135
0,0.467935442064875,1,1.77806013859173
0,0.473979490137779,1,1.70321512104962
