Dataset,Ground Truth
Lee,0.1021206241182
senate,5.596512505608558
LudMill,0.011196583199031274
Meyersson,3.117103789523929
Mats_read,-0.16813402441310027
Mats_math,0.0650560784917999
JL_read,-0.03711967120000004
JL_math,0.05868045499999963
Oreopoulos,0.024728952677604
